"season","first_name","last_name","position","origin","destination","transfer_date","rating","stars","eligibility"
2021,"Cameron","Wilkins","LB","Missouri","UTSA",2021-07-31,NA,3,"Immediate"
2021,"Javar","Strong","S","Arkansas State",NA,2021-07-28,NA,3,"Immediate"
2021,"Noah","Mitchell","LB","UTSA",NA,2021-07-27,NA,3,"Immediate"
2021,"Trivenskey","Mosley","RB","Southern Miss",NA,2021-07-26,NA,3,"TBD"
2021,"Jalar","Holley","DL","Miami",NA,2021-07-25,NA,3,"Immediate"
2021,"Davon","Wells-Ross","LB","Wyoming",NA,2021-07-23,NA,2,"Immediate"
2021,"Samari","Saddler","IOL","Eastern Michigan",NA,2021-07-23,NA,2,"Immediate"
2021,"Bennett","Johnston","QB","Southern Miss",NA,2021-07-22,NA,NA,"Immediate"
2021,"Lashawn","Paulino-Bell","EDGE","Vanderbilt",NA,2021-07-20,NA,3,"Immediate"
2021,"Chris","Lovick","RB","Tulsa",NA,2021-07-19,NA,2,"Immediate"
2021,"Kevin","Orange","RB","Missouri Western State","Kansas",2021-07-16,NA,NA,"Immediate"
2021,"Shaquan","Griffin","DL","Georgia Southern",NA,2021-07-15,NA,2,"Immediate"
2021,"Kevin","Tyler","OT","Illinois","Prairie View A&M",2021-07-15,NA,3,"Immediate"
2021,"Deonte","Williams","EDGE","Florida State",NA,2021-07-14,NA,3,"Immediate"
2021,"Mike","Wyman","WR","South Carolina",NA,2021-07-14,NA,4,"Immediate"
2021,"Jordan","Mitchell","EDGE","Georgia Southern","Texas State",2021-07-13,NA,3,"Immediate"
2021,"Cade","Fennegan","QB","Boise State",NA,2021-07-12,NA,2,"Immediate"
2021,"Robert","Wooten","EDGE","Virginia Tech","Texas Tech",2021-07-12,NA,3,"Immediate"
2021,"Nate","Howard","OT","South Alabama",NA,2021-07-09,NA,3,"Immediate"
2021,"Devan","Barrett","RB","Auburn",NA,2021-07-02,NA,4,"Immediate"
2021,"Tim","Glass","S","Liberty",NA,2021-07-01,NA,3,"Immediate"
2021,"Colby","Burton","CB","McNeese","Hawai'i",2021-07-01,NA,2,"Immediate"
2021,"DeAngelo","Wilson","WR","Austin Peay","Western Kentucky",2021-07-21,NA,2,"Immediate"
2021,"Ray","Thornton","OLB","LSU","Texas",2021-01-12,0.84,3,"TBD"
2021,"Devin","Aupiu","LB","Notre Dame","UCLA",2021-06-29,0.83,3,"Immediate"
2021,"Darel","Middleton","DL","Tennessee","West Virginia",2021-06-30,0.81,3,"Immediate"
2021,"Cody","Shear","IOL","Arizona State","Syracuse",2021-06-30,NA,3,"Immediate"
2021,"Gerald","Nathan Jr.","LB","Missouri","SE Louisiana",2021-06-29,NA,3,"Immediate"
2021,"Anthony","Shipton","DL","Illinois",NA,2021-06-29,NA,3,"Immediate"
2021,"James","Frenchie","WR","Illinois",NA,2021-06-29,NA,3,"Immediate"
2021,"Alec","Bryant","EDGE","Virginia Tech","Illinois",2021-07-12,NA,4,"PendingAppeal"
2021,"Stephon","Wright","DL","Arizona State","SMU",2021-07-29,NA,4,"Immediate"
2021,"Brevyn","Jones","OT","Illinois","Jacksonville State",2021-06-28,NA,3,"Immediate"
2021,"Blaise","Sparks","OT","Illinois","Delaware",2021-06-29,NA,3,"Immediate"
2021,"Anthony","Fieldings","CB","Georgia Southern",NA,2021-06-29,NA,3,"Immediate"
2021,"Tre'von","Riggins","DL","Illinois",NA,2021-06-29,NA,3,"Immediate"
2021,"Kyron","Cumby","RB","Illinois","Texas Tech",2021-06-29,NA,3,"Immediate"
2021,"Seleti","Fevaleaki","DL","BYU",NA,2021-06-28,NA,NA,"Immediate"
2021,"David","Vincent-Okoli","CB","West Virginia",NA,2021-06-28,NA,4,"Immediate"
2021,"Kelvin","Stokes","EDGE","Purdue",NA,2021-06-28,NA,3,"Immediate"
2021,"Hunter","Smith","LB","UL Monroe",NA,2021-06-28,NA,2,"Immediate"
2021,"Chancellor","Hitchens","S","UL Monroe",NA,2021-06-28,NA,2,"Immediate"
2021,"Damir","Faison","EDGE","East Carolina","Kent State",2021-06-28,NA,3,"Immediate"
2021,"Jalen","Hamler","QB","Cal Poly","San José State",2021-06-28,NA,NA,"Immediate"
2021,"Greg","Emerson","DL","Tennessee","Memphis",2021-06-26,0.81,3,"Immediate"
2021,"Kevric","Wiggins","CB","UL Monroe","Jackson State",2021-06-25,NA,3,"Immediate"
2021,"Demetri","Jordan","IOL","SMU",NA,2021-06-25,NA,3,"Immediate"
2021,"Jeff","Miller","IOL","Georgia State",NA,2021-06-24,NA,3,"Immediate"
2021,"David","Anderton","OT","South Florida",NA,2021-06-23,NA,3,"Immediate"
2021,"Malachi","Wideman","WR","Tennessee","Jackson State",2021-06-23,NA,4,"TBD"
2021,"Ahmad","Johnson","LB","Louisiana",NA,2021-06-23,NA,3,"Immediate"
2021,"Armonie","Brown","DL","UTEP",NA,2021-06-23,NA,3,"Immediate"
2021,"Jack","Luckhurst","K","Arizona State",NA,2021-06-23,NA,NA,"Immediate"
2021,"Brayden","Fox","WR","Rutgers","Toledo",2021-06-22,NA,3,"Immediate"
2021,"Blake","Kirshner","QB","UCLA",NA,2021-06-22,NA,2,"Immediate"
2021,"Wilson","Frederic","DL","Massachusetts",NA,2021-06-21,NA,2,"Immediate"
2021,"Denzel","Blackwell","CB","Boston College",NA,2021-06-21,NA,3,"Immediate"
2021,"Luke","McAllister","QB","Colorado State",NA,2021-06-17,NA,3,"Immediate"
2021,"Louis","Taylor","S","Liberty",NA,2021-06-16,NA,2,"Immediate"
2021,"CJ","Parks","WR","Eastern Michigan",NA,2021-06-16,NA,3,"Immediate"
2021,"Mike","York","TE","UAB",NA,2021-06-16,NA,1,"Immediate"
2021,"Keyon","Mozee","RB","Kansas State","Miami (OH)",2021-06-17,NA,3,"Immediate"
2021,"Ryan","Kelley","QB","Arizona State","Eastern Washington",2021-06-16,NA,3,"Immediate"
2021,"Nigel","Knott","CB","East Carolina","Ole Miss",2020-12-12,NA,4,"TBD"
2021,"Antonio","Greer","DL","Navy",NA,2021-06-15,NA,NA,"Immediate"
2021,"Derrion","Clark","LB","Arizona",NA,2021-06-15,NA,3,"Immediate"
2021,"Trevor","Willard","EDGE","App State","Winston-Salem State",2021-06-14,NA,3,"Immediate"
2021,"Ross","Bowers","QB","Northern Illinois",NA,2021-06-11,NA,3,"Immediate"
2021,"Lorenzo","Burkes","RB","San José State",NA,2021-06-11,NA,2,"Immediate"
2021,"David","Alston","LB","Nebraska",NA,2021-06-11,NA,3,"Immediate"
2021,"Robert","Cooper","DL","Boise State","Eastern Washington",2021-06-10,NA,3,"Immediate"
2021,"Tairiq","Stewart","IOL","West Virginia",NA,2021-06-10,NA,3,"Immediate"
2021,"Caleb","Roberson","CB","Wyoming",NA,2021-06-10,NA,3,"Immediate"
2021,"Freddie","Hartz","DL","Southern Miss",NA,2021-06-10,NA,3,"Immediate"
2021,"Max","Saylor","DL","Central Michigan",NA,2021-06-09,NA,2,"Immediate"
2021,"Jay","Brunelle","WR","Notre Dame",NA,2021-06-09,NA,3,"Immediate"
2021,"Desean","Boyd","LB","Eastern Michigan",NA,2021-06-09,NA,2,"Immediate"
2021,"Jamel","Starks","CB","Louisville",NA,2021-06-07,NA,3,"Immediate"
2021,"Brian","Thomas","OT","Memphis",NA,2021-06-07,NA,3,"Immediate"
2021,"Davion","Tyson","LB","Ball State",NA,2021-06-07,NA,2,"Immediate"
2021,"Kyle","Edwards","RB","Alabama",NA,2021-06-05,NA,3,"Immediate"
2021,"Jalen","Knox","WR","Missouri",NA,2021-06-04,NA,3,"Immediate"
2021,"Chace","Davis","DL","Nevada",NA,2021-06-03,NA,3,"Immediate"
2021,"Lovie","Jenkins","S","Louisville",NA,2021-06-03,NA,3,"Immediate"
2021,"Tate","Haynes","CB","Boston College",NA,2021-06-03,NA,3,"Immediate"
2021,"Ronnie","Blackmon","WR","Toledo",NA,2021-06-02,NA,3,"Immediate"
2021,"Rodney","Thompson","QB","Northern Illinois",NA,2021-06-02,NA,2,"Immediate"
2021,"Will","Koch","QB","Massachusetts",NA,2021-06-02,NA,3,"Immediate"
2021,"Karch","Gardiner","WR","Arkansas",NA,2021-06-01,NA,2,"Immediate"
2021,"Prince","Sammons","OT","Auburn",NA,2021-06-01,NA,4,"Immediate"
2021,"Chris","Mills","CB","Missouri","Texas State",2021-06-09,NA,3,"Immediate"
2021,"Jamire","Calvin","WR","Washington State","Mississippi State",2021-06-08,NA,4,"Immediate"
2021,"Isaiah","Bowser","RB","Northwestern","UCF",2021-06-01,NA,3,"Immediate"
2021,"Terence","Dunlap","RB","Troy","Southern",2021-05-31,NA,2,"Immediate"
2021,"Tijaun","Mason","EDGE","Rutgers",NA,2021-05-31,NA,3,"Immediate"
2021,"Sam","Noyer","QB","Colorado","Oregon State",2021-06-07,NA,3,"Immediate"
2021,"Cornell","Wheeler","LB","Michigan","Kansas",2021-06-02,NA,3,"Immediate"
2021,"Mark","Williams","CB","Eastern Illinois","UL Monroe",2021-06-01,NA,2,"Immediate"
2021,"Shawn","Steele","S","Arkansas-Pine Bluff","South Alabama",2021-05-28,NA,NA,"Immediate"
2021,"Jarvis","Ware","CB","Missouri","UCF",2021-05-24,NA,3,"Immediate"
2021,"Eddie","Smith","S","Alabama","Illinois",2021-01-13,0.82,3,"TBD"
2021,"Camron","Buckley","WR","Texas A&M","Indiana",2021-04-28,NA,3,"Immediate"
2021,"Keyshawn","Greene","LB","Nebraska","Florida Atlantic",2020-09-04,NA,4,"TBD"
2021,"Brian","Merritt","DL","Houston",NA,2021-05-27,NA,3,"Immediate"
2021,"Damon","Matthews","CB","Arizona State",NA,2021-05-27,NA,NA,"Immediate"
2021,"Shan","Sachdeva","EDGE","New Mexico",NA,2021-05-27,NA,2,"Immediate"
2021,"Gerrik","Vollmer","OT","Virginia",NA,2021-05-27,NA,3,"Immediate"
2021,"Levi","Forrest","P","Penn State",NA,2021-05-26,NA,2,"TBD"
2021,"John","Mitchell","DL","Akron",NA,2021-05-26,NA,2,"TBD"
2021,"Nick","Malito","WR","Louisville",NA,2021-05-26,NA,3,"Immediate"
2021,"Artie","Henry III","WR","Marshall","Virginia",2021-05-26,NA,3,"TBD"
2021,"Theo","Day","QB","Michigan State","Northern Iowa",2021-05-25,NA,3,"Immediate"
2021,"Ja'Chai","Baker","OT","Southeast Missouri State","South Alabama",2021-05-25,NA,NA,"TBD"
2021,"Christian","Gelov","QB","TCU","Purdue",2021-05-25,NA,NA,"TBD"
2021,"Abner","Dubar","S","Minnesota",NA,2021-05-25,NA,3,"Immediate"
2021,"Zach","Gulley","S","UL Monroe",NA,2021-05-24,NA,3,"TBD"
2021,"Brad","Kemayou","CB","Kent State",NA,2021-05-24,NA,3,"TBD"
2021,"Lolani","Langi","LB","Washington State",NA,2021-05-24,NA,3,"TBD"
2021,"Jay","Wilkerson","WR","Washington State",NA,2021-05-24,NA,3,"TBD"
2021,"Liam","Dick","OT","Pittsburgh","Texas State",2021-05-24,NA,3,"TBD"
2021,"Bryce","Sebastian","CB","Boston College",NA,2021-05-24,NA,3,"TBD"
2021,"Christian","Henderson","OT","Louisiana Tech",NA,2021-05-24,NA,3,"TBD"
2021,"Bryce","Bramscher","TE","Oregon State",NA,2021-05-24,NA,NA,"TBD"
2021,"Caden","McCormack","LB","Nebraska",NA,2021-05-22,NA,NA,"TBD"
2021,"Paul","Woods","WR","Rutgers",NA,2021-05-21,NA,3,"TBD"
2021,"Jeremiah","Hawkins","WR","California","Texas State",2020-12-29,NA,3,"TBD"
2021,"Darrell","Branch","IOL","Arizona","Tennessee State",2021-05-20,NA,NA,"TBD"
2021,"Chaz","Neal","OT","Florida State",NA,2021-05-20,NA,3,"TBD"
2021,"John","Bledsoe","QB","Washington State","San Diego",2021-05-20,NA,2,"TBD"
2021,"Justin","Beadles","EDGE","Virginia Tech","Houston",2021-05-21,NA,3,"TBD"
2021,"Zac","Welch","IOL","Nevada",NA,2021-05-19,NA,3,"TBD"
2021,"Steven","Faucheux","DL","Purdue","Marshall",2021-05-19,NA,3,"Immediate"
2021,"Ronald","Thompkins","RB","Nebraska",NA,2021-05-19,NA,3,"TBD"
2021,"Nick","Billoups","QB","Utah",NA,2021-05-18,NA,3,"TBD"
2021,"Gaige","Garcia","RB","Michigan",NA,2021-05-18,NA,3,"TBD"
2021,"Jason","Romero","EDGE","East Carolina","Florida A&M",2021-05-18,NA,3,"Immediate"
2021,"Dylan","Jordan","LB","TCU","Northern Colorado",2021-05-17,NA,3,"Immediate"
2021,"Eric","Bentley","DL","Akron",NA,2021-05-17,NA,2,"TBD"
2021,"Anthony","Laudicina","OT","Buffalo",NA,2021-05-17,NA,2,"TBD"
2021,"Delvontae","Harris","LB","East Carolina",NA,2021-05-17,NA,3,"Immediate"
2021,"Nikko","Pohahau","OT","Colorado","City College of San Francisco",2021-05-15,NA,NA,"Immediate"
2021,"Jimmy","Walker","DL","North Texas",NA,2021-05-14,NA,3,"TBD"
2021,"Jalen","Guerrero","OT","New Mexico State","Fresno State",2021-05-13,NA,NA,"Immediate"
2021,"Nathaniel","Jones","RB","New Mexico",NA,2021-05-13,NA,3,"TBD"
2021,"Taj","Jones","WR","Massachusetts",NA,2021-05-13,NA,3,"Immediate"
2021,"James","Valle","EDGE","Old Dominion",NA,2021-05-13,NA,2,"TBD"
2021,"Luke","Foster","IOL","Presbyterian","Temple",2021-05-12,NA,NA,"Immediate"
2021,"Will","Gipson","WR","Pittsburgh",NA,2021-05-12,NA,3,"TBD"
2021,"Isaiah","Helms","OC","Western Carolina","App State",2021-05-11,NA,NA,"Immediate"
2021,"Kieran","Clark","CB","Nevada",NA,2021-05-11,NA,2,"TBD"
2021,"Jordan","Whittley","DL","Oregon State","Michigan",2021-05-11,NA,3,"Immediate"
2021,"Ed","Hendrix","WR","Syracuse",NA,2021-05-11,NA,3,"TBD"
2021,"Jordan","Cole","LB","Northern Illinois",NA,2021-05-11,NA,2,"Immediate"
2021,"Nick","Fulwider","DL","Arkansas","Texas State",2021-05-11,NA,3,"TBD"
2021,"Jacob","Long","CB","West Virginia",NA,2021-05-11,NA,3,"TBD"
2021,"Nolan","Quinlan","TE","Wagner","UL Monroe",2021-05-10,NA,NA,"Immediate"
2021,"Micaleous","Elder","WR","Charlotte",NA,2021-05-10,NA,3,"TBD"
2021,"Jayvon","Thrift","S","West Virginia","Youngstown State",2021-05-10,NA,3,"Immediate"
2021,"John","Ransom III","WR","Virginia Tech",NA,2021-05-10,NA,NA,"TBD"
2021,"Jaylen","Gipson","QB","Texas State","North Alabama",2021-05-10,NA,3,"Immediate"
2021,"Carlos","Davis","RB","South Alabama",NA,2021-05-10,NA,3,"TBD"
2021,"WyDale","Flott","CB","Southern Miss",NA,2021-05-10,NA,3,"TBD"
2021,"Royal","Silver","DL","Minnesota",NA,2021-05-10,NA,3,"TBD"
2021,"Demariyon","Houston","WR","Nebraska",NA,2021-05-08,NA,3,"TBD"
2021,"Dewayne","Betts","S","South Alabama",NA,2021-05-07,NA,3,"TBD"
2021,"D.J.","Oats","RB","Colorado",NA,2021-05-07,NA,3,"TBD"
2021,"Josh","Calvert","ILB","Washington","Utah",2021-05-07,NA,4,"TBD"
2021,"Joshua","Fields","RB","UTEP",NA,2021-05-07,NA,3,"SittingOne"
2021,"Steve","Ballard","OT","Louisiana Tech","Northwestern State",2021-05-06,NA,3,"TBD"
2021,"Colt","Minson","QB","Charlotte",NA,2021-05-06,NA,2,"TBD"
2021,"Trey","Price","OT","Nevada",NA,2021-05-06,NA,3,"TBD"
2021,"Quintavius","Workman","WR","UTEP",NA,2021-05-06,NA,2,"TBD"
2021,"Jake","Karchinski","DL","Iowa",NA,2021-05-06,NA,3,"TBD"
2021,"Nick","Lewis","OT","Kentucky","Arkansas State",2021-05-06,NA,3,"TBD"
2021,"Jalan","Early","EDGE","Fresno State",NA,2021-05-05,NA,3,"TBD"
2021,"Tyrece","Woods","LB","Buffalo",NA,2021-05-05,NA,3,"TBD"
2021,"Jaylen","Davis","RB","Houston",NA,2021-05-05,NA,NA,"TBD"
2021,"Lucas","Bacon","WR","Washington State",NA,2021-05-05,NA,NA,"TBD"
2021,"Jae'vien","Gill","DL","UCF","Mississippi Gulf Coast C.C.",2021-05-04,NA,3,"Immediate"
2021,"Tawfiq","Smalley","CB","Robert Morris",NA,2021-05-04,NA,NA,"Immediate"
2021,"Jordan","Nichols","S","North Texas",NA,2021-05-04,NA,3,"TBD"
2021,"Suddin","Sapien","QB","UTSA","Texas-Permian Basin",2021-05-04,NA,3,"TBD"
2021,"Nick","Walker","CB","Illinois",NA,2021-05-04,NA,3,"TBD"
2021,"Jeffery","Johnson","DL","Tulane",NA,2021-05-12,NA,3,"TBD"
2021,"Trent","Carrington","CB","Presbyterian","Northwestern",2021-05-17,NA,3,"Immediate"
2021,"Travon","Fuller","CB","Texas A&M",NA,2021-05-04,NA,4,"TBD"
2021,"Jeremiah","Josephs","CB","Miami (OH)",NA,2021-05-03,NA,2,"TBD"
2021,"Jay","Hardy","DL","Auburn",NA,2021-05-03,NA,4,"TBD"
2021,"Justin","Stevens","OT","Michigan State","South Alabama",2021-05-03,NA,3,"Immediate"
2021,"Douglas","Gearity","IOL","Southern Miss",NA,2021-05-03,NA,NA,"TBD"
2021,"Terry","Keys III","CB","SMU",NA,2021-05-03,NA,2,"TBD"
2021,"Oly","Okombi","DL","Kent State","Towson",2021-05-01,NA,2,"Immediate"
2021,"Christopher","Fournier","IOL","Lehigh","Louisiana Tech",2021-05-01,NA,NA,"Immediate"
2021,"Robert","Holmes","IOL","Austin Peay","Arkansas State",2021-05-01,NA,3,"TBD"
2021,"Isaac","Washington","DL","Tennessee","Butler C.C.",2021-04-30,NA,NA,"TBD"
2021,"Luc","Bequette","DL","Boston College",NA,2021-04-30,NA,3,"Immediate"
2021,"Martavius","French","LB","Tennessee","Hutchinson C.C.",2021-04-30,NA,NA,"TBD"
2021,"Randy","Fields","WR","West Virginia",NA,2021-04-30,NA,3,"TBD"
2021,"Terius","Wheatley","RB","Virginia Tech",NA,2021-04-30,NA,3,"Immediate"
2021,"John","Williams","WR","Memphis",NA,2021-04-30,NA,3,"Immediate"
2021,"Deshawn","Stevens","LB","Maine",NA,2021-04-29,NA,1,"Immediate"
2021,"Jeffery","Pooler","EDGE","West Virginia","Northwestern",2021-04-29,NA,2,"TBD"
2021,"Seth","McGowan","RB","Oklahoma",NA,2021-04-29,NA,4,"TBD"
2021,"Cornelius","Forrest Jr.","TE","UCF",NA,2021-04-29,NA,3,"TBD"
2021,"Jayden","Cray","LB","Central Michigan",NA,2021-04-28,NA,2,"TBD"
2021,"Austin","McCready","P","Memphis",NA,2021-04-28,NA,NA,"TBD"
2021,"George","Caratan","P","Arkansas",NA,2021-04-28,NA,NA,"TBD"
2021,"Nevin","Hughes","LB","Central Michigan",NA,2021-04-28,NA,2,"TBD"
2021,"Timothy","Taylor","RB","Memphis",NA,2021-04-28,NA,2,"TBD"
2021,"Derrick","Tucker","S","Texas A&M","Tennessee State",2021-04-28,NA,4,"Immediate"
2021,"Jacob","Farrell","OT","Oklahoma State","North Texas",2020-08-05,0.8,3,"TBD"
2021,"Kobah","Fuamatu","LB","San Diego State",NA,2021-04-27,NA,3,"TBD"
2021,"Travis","Moss","LB","Memphis",NA,2021-04-27,NA,NA,"TBD"
2021,"Eli","Chism","LS","Arkansas",NA,2021-04-27,NA,NA,"TBD"
2021,"Erwin","Byrd","CB","Maryland","Kennesaw State",2021-04-27,NA,3,"TBD"
2021,"Kevin","Doyle","QB","Arizona",NA,2021-04-27,NA,3,"Immediate"
2021,"Jaren","Handy","SDE","Auburn","Indiana",2021-04-30,NA,4,"TBD"
2021,"Hunter","Salmon","OG","Merrimack","Massachusetts",2021-04-26,NA,NA,"Immediate"
2021,"Brian","Garcia","QB","South Alabama",NA,2021-04-26,NA,NA,"TBD"
2021,"Matt","Vitale","QB","Temple",NA,2021-04-26,NA,NA,"TBD"
2021,"Chris","Mayfield","EDGE","Michigan State",NA,2021-04-26,NA,3,"TBD"
2021,"Malik","Puryear","EDGE","Wake Forest",NA,2021-04-26,NA,3,"TBD"
2021,"Clayton","Stewart","K","Texas State",NA,2021-04-26,NA,2,"TBD"
2021,"Taj","Mustapha","WR","Wisconsin","Kent State",2021-04-26,NA,3,"Immediate"
2021,"Carson","Van Lynn","OT","Pittsburgh","Duke",2021-04-26,NA,3,"Immediate"
2021,"DeAri","Todd","DL","Michigan State",NA,2021-04-26,NA,3,"Immediate"
2021,"Willie","Allen","OT","Louisiana Tech","Michigan",2020-10-12,NA,3,"Immediate"
2021,"Terez","Traynor","WR","Western Kentucky",NA,2021-04-23,NA,3,"TBD"
2021,"Jacobi","Lott","IOL","Kansas",NA,2021-04-23,NA,3,"TBD"
2021,"Wilson","Long","QB","TCU","Vanderbilt",2021-04-22,NA,3,"Immediate"
2021,"Lucas","Luft","TE","Eastern Michigan",NA,2021-04-22,NA,3,"TBD"
2021,"Carl","Smith","WR","Virginia Tech",NA,2021-04-22,NA,NA,"TBD"
2021,"Anterrious","Gray","OG","North Texas","South Alabama",2021-04-21,NA,3,"Immediate"
2021,"Bryan","Lumsden","RB","Utah State",NA,2021-04-21,NA,NA,"TBD"
2021,"Keevan","Bailey","CB","Colorado State",NA,2021-04-21,NA,3,"TBD"
2021,"Brayden","Hawkins","QB","Akron",NA,2021-04-20,NA,2,"TBD"
2021,"Tyler","Kennedy","WR","Southern Miss",NA,2021-04-20,NA,3,"TBD"
2021,"Joseph","Johnson","CB","Penn State","Snow College",2021-04-20,0.8,3,"TBD"
2021,"Jeramy","Passmore","DL","Indiana",NA,2021-04-19,NA,3,"TBD"
2021,"Tyrell","Richards","LB","Syracuse",NA,2021-04-19,NA,3,"TBD"
2021,"Bryant","Pirtle","LB","Southeast Missouri State",NA,2021-04-17,NA,3,"Immediate"
2021,"Jacob","Nunez","IOL","Arizona State","Nevada",2021-04-14,NA,3,"TBD"
2021,"Curtis","Fann","EDGE","Florida State",NA,2021-04-14,NA,4,"TBD"
2021,"Jack","Martin","P","Troy","Alabama",2021-05-01,NA,2,"TBD"
2021,"Geor'quarius","Spivey","TE","Mississippi State","TCU",2021-04-30,NA,3,"Immediate"
2021,"Malcolm","Epps","TE","Texas","USC",2021-04-27,NA,4,"TBD"
2021,"Trumayne","Guy","OT","Howard",NA,2021-04-11,NA,NA,"PendingAppeal"
2021,"Jack","Badovinac","IOL","Colgate","Illinois",2021-04-08,NA,NA,"Immediate"
2021,"Kholbe","Coleman","LB","Bowling Green",NA,2021-04-08,NA,2,"TBD"
2021,"AJ","Jefferson","CB","Air Force",NA,2021-04-07,NA,NA,"TBD"
2021,"Oren","Milstein","K","Vanderbilt",NA,2021-04-07,NA,NA,"Immediate"
2021,"Allan","Walters","QB","Mississippi State","Arkansas State",2021-04-07,NA,3,"TBD"
2021,"Michael","Cartwright","OT","North Carolina Central",NA,2021-04-06,NA,3,"TBD"
2021,"Da'Joun","Hewitt","RB","Purdue",NA,2021-04-06,NA,3,"TBD"
2021,"Uluaki","Katoanga","LB","Washington State",NA,2021-04-05,NA,NA,"TBD"
2021,"Dupree","Williams","S","Fresno State",NA,2021-04-05,NA,3,"TBD"
2021,"Nick","Booker-Brown","DL","NC State",NA,2021-04-05,NA,3,"TBD"
2021,"Rhett","Weidenbacher","TE","Memphis",NA,2021-04-05,NA,3,"TBD"
2021,"Andrew","Faoliu","WDE","Oregon",NA,2021-04-05,0.82,3,"Immediate"
2021,"Ginial","Isma","CB","Western Michigan",NA,2021-04-05,NA,3,"TBD"
2021,"Marquis","Spiker","WR","Washington","Nevada",2021-04-05,NA,4,"TBD"
2021,"Austin","Osborne","WR","Washington",NA,2021-04-05,NA,4,"TBD"
2021,"Hunter","Reynolds","CB","Michigan",NA,2021-04-05,NA,NA,"TBD"
2021,"Kendall","Abdur-Rahman","WR","Notre Dame",NA,2021-04-02,NA,3,"TBD"
2021,"Qualeem","Charles","OT","American International","Massachusetts",2021-04-01,NA,NA,"Immediate"
2021,"Tyrrell","Pigrome","QB","Western Kentucky",NA,2021-03-31,NA,3,"TBD"
2021,"Ray","Rose","WR","North Carolina","East Carolina",2021-03-25,NA,4,"Immediate"
2021,"Kevin","Perkins","RB","Southern Miss",NA,2021-03-31,NA,2,"Immediate"
2021,"Nolan","Groulx","WR","Wake Forest",NA,2021-03-31,0.81,3,"TBD"
2021,"Jaden","Moreland","CB","Georgia Southern",NA,2021-03-31,NA,2,"TBD"
2021,"Ayden","Hector","CB","Washington State",NA,2021-03-30,NA,4,"TBD"
2021,"Casey","Washington","WR","Illinois","Wake Forest",2021-01-18,0.81,3,"TBD"
2021,"David","Summers","QB","Syracuse",NA,2021-03-29,NA,3,"TBD"
2021,"Floyd","Connell","CB","UL Monroe",NA,2021-03-29,NA,2,"TBD"
2021,"Darfnell","Gouin","WR","Ohio",NA,2021-03-29,NA,2,"Immediate"
2021,"Brassir","Stocker","CB","Pittsburgh",NA,2021-03-26,NA,NA,"TBD"
2021,"Anthony","Dinkins-McCall","ATH","Georgia Southern",NA,2021-03-25,NA,3,"TBD"
2021,"Eric","Wilson","CB","San Diego State",NA,2021-03-25,NA,3,"TBD"
2021,"T.J.","Moore","IOL","Florida","Charlotte",2021-03-25,NA,4,"Immediate"
2021,"Chris","Daniels","DL","Missouri",NA,2021-03-24,NA,3,"Immediate"
2021,"Julian","Sams","IOL","Kent State",NA,2021-03-24,NA,3,"TBD"
2021,"Cameron","Yowell","QB","Auburn",NA,2021-03-23,NA,NA,"Immediate"
2021,"Quentin","Jones","DL","Kent State",NA,2021-03-23,NA,2,"TBD"
2021,"Adrian","Spellman","EDGE","Old Dominion",NA,2021-03-23,NA,3,"TBD"
2021,"CJ","Johnson","CB","Louisiana Tech",NA,2021-03-23,NA,3,"TBD"
2021,"Wayne","Toussant","WR","Louisiana Tech",NA,2021-03-23,NA,3,"TBD"
2021,"Malik","Jones","IOL","Florida Atlantic",NA,2021-03-22,NA,3,"TBD"
2021,"Jamal","Glaspie","WR","Fresno State",NA,2021-03-22,NA,3,"TBD"
2021,"Casey","Irons","DL","Colorado State",NA,2021-03-19,NA,3,"TBD"
2021,"Curtis","Ryans","SDE","Georgia Tech",NA,2021-03-19,NA,NA,"TBD"
2021,"Kurt","Rafdal","TE","Nebraska","Boise State",2021-03-31,NA,3,"Immediate"
2021,"Spencer","Brasch","QB","California",NA,2021-03-19,NA,3,"TBD"
2021,"Joe","Ware","OT","Bowling Green","Austin Peay",2021-03-17,NA,2,"Immediate"
2021,"Myles","Prosser","K","Coastal Carolina",NA,2021-03-16,NA,2,"Immediate"
2021,"Jack","Franklin","IOL","Coastal Carolina",NA,2021-03-16,NA,3,"Immediate"
2021,"Kameron","Burton","S","Coastal Carolina",NA,2021-03-16,NA,NA,"TBD"
2021,"Caleb","Willis","CB","Middle Tennessee",NA,2021-03-16,NA,NA,"TBD"
2021,"Kobe","McAllister","OT","Cincinnati","Chattanooga",2021-03-16,NA,3,"TBD"
2021,"Bryce","Oliver","WR","Kentucky",NA,2021-03-16,NA,3,"TBD"
2021,"Kam'ron","Green","DL","UCF",NA,2021-03-15,NA,3,"TBD"
2021,"Dylan","Perez","DL","Army",NA,2021-03-11,NA,2,"TBD"
2021,"Lance","Boykin","CB","Old Dominion",NA,2021-03-11,NA,2,"TBD"
2021,"Austin","Hergott","TE","Central Michigan",NA,2021-03-11,NA,3,"TBD"
2021,"Antonio","Alfano","DL","Colorado","Independence C.C.",2021-03-10,NA,5,"TBD"
2021,"William","Brown","WR","SMU",NA,2021-03-10,NA,3,"TBD"
2021,"Lamar","Campbell","CB","Washington State","Idaho",2021-03-09,NA,3,"TBD"
2021,"Roy","Yancey","LB","South Alabama",NA,2021-03-09,NA,3,"TBD"
