"season","first_name","last_name","position","origin","destination","transfer_date","rating","stars","eligibility"
2023,"Billy","Kemp","WR","Virginia","Nebraska",2022-12-31,0.89,3,"Immediate"
2023,"Asa","Martin","RB","Memphis","Troy",2023-01-12,0.89,3,"Immediate"
2023,"Jakai","Clark","IOL","Miami","SMU",2023-01-18,0.89,3,"Immediate"
2023,"Sean","Dollars","RB","Oregon","Nevada",2022-12-06,0.88,3,"Immediate"
2023,"Josh","Wallace","CB","Massachusetts","Michigan",2023-05-25,0.88,3,"Immediate"
2023,"David","Ugwoegbu","LB","Oklahoma","Houston",2023-01-09,0.88,3,"Immediate"
2023,"Bryson","Green","WR","Oklahoma State","Wisconsin",2023-01-04,0.88,3,"Immediate"
2023,"Jahmal","Edrine","WR","Florida Atlantic","Purdue",2023-04-17,0.88,3,"Immediate"
2023,"Mike","Smith","LB","Liberty","Baylor",2022-12-05,0.88,3,"Immediate"
2023,"Tez","Johnson","WR","Troy","Oregon",2022-12-29,0.88,3,"Immediate"
2023,"Ralen","Goforth","LB","USC","Washington",2022-12-05,0.88,3,"Immediate"
2023,"Ahmad","Walker","LB","Liberty","SMU",2022-12-06,0.88,3,"Immediate"
2023,"Ben","Scott","OT","Arizona State","Nebraska",2022-12-08,0.88,3,"Immediate"
2023,"Willie","Lampkin","IOL","Coastal Carolina","North Carolina",2022-12-08,0.88,3,"Immediate"
2023,"Salim","Turner-Muhammad","CB","Stanford","Purdue",2022-12-01,0.87,3,"Immediate"
2023,"Brian","Stevens","IOL","Dayton","Virginia",2022-11-29,0.87,3,"Immediate"
2023,"Jordan","Brown","IOL","Charlotte","Georgia Tech",2022-12-31,0.87,3,"Immediate"
2023,"Finn","Dirstine","IOL","Boston College","Texas A&M",2023-03-24,0.87,3,"Immediate"
2023,"Melquan","Stovall","WR","Colorado State","Arizona State",2022-10-12,0.87,3,"Immediate"
2023,"Kole","Taylor","TE","LSU","West Virginia",2022-12-08,0.87,3,"Immediate"
2023,"Brendon","Lewis","QB","Colorado","Nevada",2022-10-18,0.87,3,"Immediate"
2023,"Willie","Gaines","WR","Jackson State","Colorado",2023-04-18,0.87,3,"Immediate"
2023,"Phil","Jurkovec","QB","Boston College","Pittsburgh",2021-12-02,0.87,3,"Immediate"
2023,"Dylan","McDuffie","RB","Georgia Tech","Kansas",2022-12-08,0.87,3,"Immediate"
2023,"Jimmy","Calloway","WR","Tennessee","Louisville",2022-12-05,0.87,3,"Immediate"
2023,"Tyrin","Taylor","S","Colorado","Memphis",2023-04-24,0.87,3,"Immediate"
2023,"Tre'Vez","Johnson","S","Florida","Missouri",2022-12-26,0.87,3,"Immediate"
2023,"Austin","Firestone","DL","Northwestern","Missouri",2022-12-07,0.87,3,"Immediate"
2023,"Josiah","Johnson","TE","Massachusetts","Oklahoma State",2022-12-05,0.87,3,"Immediate"
2023,"Jatius","Geer","DL","Syracuse","South Carolina",2023-04-26,0.87,3,"Immediate"
2023,"Braden","Davis","QB","South Carolina","Syracuse",2023-04-26,0.87,3,"Immediate"
2023,"Aaron","Turner","WR","UConn","Cincinnati",2023-04-19,0.87,3,"Immediate"
2023,"Payton","Thorne","QB","Michigan State","Auburn",2023-05-01,0.87,3,"Immediate"
2023,"Dawson","Jaramillo","OT","Oregon","NC State",2022-12-15,0.87,3,"Immediate"
2023,"A.J.","Henning","WR","Michigan","Northwestern",2023-04-24,0.87,3,"Immediate"
2023,"Nyzier","Fourqurean","CB","Grand Valley State University","Wisconsin",2023-04-27,0.87,3,"Immediate"
2023,"Tico","Brown","DL","Missouri State","TCU",2023-04-24,0.87,3,"Immediate"
2023,"Khari","Johnson","CB","Arkansas","Boston College",2022-12-05,0.87,3,"Immediate"
2023,"Al","Blades Jr.","CB","Miami","Duke",2022-12-01,0.87,3,"Immediate"
2023,"Deuce","Spurlock","LB","Michigan","Florida",2023-01-02,0.86,3,"Immediate"
2023,"Eric","Miller","OT","Purdue","Louisville",2023-04-25,0.86,3,"Immediate"
2023,"Kyron","Chambers","CB","TCU","SMU",2023-04-18,0.86,3,"Immediate"
2023,"Braelen","Oliver","LB","Minnesota","Georgia Tech",2022-12-18,0.86,3,"Immediate"
2023,"Jalen","McLeod","LB","App State","Auburn",2023-04-28,0.86,3,"Immediate"
2023,"Chase","Penry","WR","Colorado","Boise State",2022-12-05,0.86,3,"Immediate"
2023,"Jarrett","Jackson","DL","Florida State","Michigan State",2022-12-06,0.86,3,"Immediate"
2023,"Tyneil","Hopper","TE","Boise State","Michigan State",2022-12-05,0.86,3,"Immediate"
2023,"Andre","White Jr.","LB","Texas A&M","Georgia Tech",2022-12-06,0.86,3,"Immediate"
2023,"Ian","Edenfield","TE","California, Pa.","Oklahoma State",2023-01-11,0.86,3,"Immediate"
2023,"Fred","Davis II","CB","Clemson","UCF",2022-12-05,0.86,3,"Immediate"
2023,"Ben","Coleman","OT","California","Arizona State",2022-11-30,0.86,3,"Immediate"
2023,"Quincy","Ledet","DL","UL Monroe","Texas Tech",2022-12-14,0.86,3,"Immediate"
2023,"Austin","Booker","EDGE","Minnesota","Kansas",2022-12-05,0.86,3,"Immediate"
2023,"Dee","Wiggins","WR","Louisville","Cincinnati",2023-01-07,0.86,3,"Immediate"
2023,"Trent","Whittemore","WR","Florida","UCF",2022-11-16,0.86,3,"Immediate"
2023,"Jalen","Lee","DL","Florida","LSU",2022-12-07,0.86,3,"Immediate"
2023,"Aubrey","Smith","LB","Colorado","Houston",2023-04-24,0.86,3,"Immediate"
2023,"Vonta","Bentley","LB","Clemson","Colorado",2022-12-05,0.86,3,"Immediate"
2023,"Steven","Ortiz","S","Minnesota","Massachusetts",2022-12-05,0.86,3,"Immediate"
2023,"Jaden","Muskrat","IOL","Tulsa","Auburn",2023-04-15,0.86,3,"Immediate"
2023,"Clayton","Frady","OT","Gardner-Webb","Virginia Tech",2023-04-30,0.86,3,"Immediate"
2023,"Luke","Kandra","IOL","Louisville","Cincinnati",2022-12-07,0.86,3,"Immediate"
2023,"Micah","Hilts","TE","Texas State","SMU",2023-01-18,0.86,3,"Immediate"
2023,"David","Reese","LB","Florida","California",2022-12-07,0.85,3,"Immediate"
2023,"Chase","Sowell","WR","Colorado","East Carolina",2023-04-23,0.85,3,"Immediate"
2023,"Reggie","Young II","IOL","Liberty","Colorado",2023-04-18,0.85,3,"Immediate"
2023,"Gaethan","Bernadel","LB","Florida International","Stanford",2022-12-05,0.85,3,"Immediate"
2023,"Kamden","Garrett","CB","Weber State","BYU",2023-04-21,0.85,3,"Immediate"
2023,"Jake","Smith","WR","USC","Arizona State",2022-12-10,0.85,3,"Immediate"
2023,"Tate","Romney","OLB","BYU","Arizona State",2022-12-05,0.85,3,"Immediate"
2023,"Phillip","Wilder","OT","Southeast Missouri State","Cincinnati",2022-11-28,0.85,3,"Immediate"
2023,"Rowan","Zolman","S","Miami (OH)","Minnesota",2023-04-15,0.85,3,"Immediate"
2023,"Nick","Mardner","WR","Cincinnati","Auburn",2022-12-07,0.89,3,"Immediate"
2023,"Leonard","Payne","DL","Fresno State","Colorado",2022-12-28,0.89,3,"Immediate"
2023,"Damarius","McGhee","CB","LSU","Kansas",2022-12-06,0.88,3,"Immediate"
2023,"Dylan","Goffney","WR","SMU","Colorado State",2023-04-21,0.88,3,"Immediate"
2023,"Jake","Hornibrook","OT","Stanford","Duke",2022-12-01,0.88,3,"Immediate"
2023,"Marcus","Scott II","CB","Missouri","California",2023-04-16,0.88,3,"Immediate"
2023,"Byron","Vaughns","LB","Utah State","Baylor",2022-12-30,0.88,3,"Immediate"
2023,"Jireh","Wilson","S","East Carolina","UCF",2022-12-29,0.88,3,"Immediate"
2023,"Andre","Sam","S","Tulane","LSU",2023-05-09,0.88,3,"Immediate"
2023,"Elijah","McAllister","EDGE","Vanderbilt","Auburn",2022-12-09,0.88,3,"Immediate"
2023,"ShunDerrick","Powell","RB","North Alabama","Central Arkansas",2022-11-29,0.88,3,"Immediate"
2023,"Cade","McNamara","QB","Michigan","Iowa",2022-11-28,0.88,3,"Immediate"
2023,"Trevor","Mayberry","OT","Pennsylvania","Stanford",2023-01-18,0.87,3,"Immediate"
2023,"Brett","Seither","TE","Georgia","Georgia Tech",2023-01-10,0.87,3,"Immediate"
2023,"Decoldest","Crawford","WR","Nebraska","Louisiana Tech",2022-12-01,0.87,3,"Immediate"
2023,"Donnell","Brown","SDE","Saint Francis (PA)","Maryland",2022-12-16,0.87,3,"Immediate"
2023,"Jermaine","Terry II","TE","California","Oregon State",2023-01-05,0.87,3,"Immediate"
2023,"Marcus","Dumervil","OT","LSU","Maryland",2022-12-13,0.87,3,"Immediate"
2023,"Jason","Maitre","S","Boston College","Wisconsin",2022-12-02,0.87,3,"Immediate"
2023,"Chris","Megginson","CB","Liberty","SMU",2022-12-19,0.87,3,"Immediate"
2023,"Devyn","Ford","RB","Penn State","Notre Dame",2023-04-24,0.87,3,"Immediate"
2023,"Treven","Ma'ae","EDGE","Oregon","Baylor",2023-04-15,0.87,3,"Immediate"
2023,"Jeff","Pietrowski","EDGE","Michigan State","Wisconsin",2023-01-06,0.87,3,"Immediate"
2023,"Nicolas","Toomer","CB","Stanford","Indiana",2022-12-03,0.87,3,"Immediate"
2023,"Robert","Kennedy","S","East Carolina","NC State",2020-11-29,0.87,3,"Immediate"
2023,"Nathan","Carter","RB","UConn","Michigan State",2022-12-17,0.87,3,"Immediate"
2023,"Michael","Dixon","S","Minnesota","Rutgers",2022-12-05,0.87,3,"Immediate"
2023,"Isaac","Guerendo","RB","Wisconsin","Louisville",2022-12-06,0.87,3,"Immediate"
2023,"Daveren","Rayner","LB","Northern Illinois","Kentucky",2023-04-28,0.87,3,"Immediate"
2023,"Cam","Robertson","EDGE","North Texas","SMU",2023-04-15,0.87,3,"Immediate"
2023,"Jacob","Roberts","ILB","North Carolina A&T","Wake Forest",2023-01-06,0.87,3,"Immediate"
2023,"Troy","Everett","IOL","App State","Oklahoma",2023-04-15,0.87,3,"Immediate"
2023,"Dominick","Blaylock","WR","Georgia","Georgia Tech",2023-01-11,0.87,3,"Immediate"
2023,"Dylan","Wright","WR","Minnesota","TCU",2023-04-06,0.87,3,"Immediate"
2023,"Daijon","Parker","OT","Saginaw Valley State","Iowa",2022-12-04,0.87,3,"Immediate"
2023,"Willie","Tyler","IOL","Rutgers","Louisville",2023-02-28,0.87,3,"Immediate"
2023,"Rick","D'Abreu","DL","East Carolina","TCU",2023-01-14,0.87,3,"Immediate"
2023,"Cam","Johnson","WR","Arizona State","Northwestern",2022-12-08,0.86,3,"Immediate"
2023,"Jonathan","Jones","CB","Campbell","East Carolina",2023-04-14,0.86,3,"Immediate"
2023,"Isaiah","Hamilton","WR","San José State","Washington State",2022-12-21,0.86,3,"Immediate"
2023,"Bennett","Meredith","QB","Arizona State","Purdue",2023-04-17,0.86,3,"Immediate"
2023,"Amari","McNeill","DL","Tennessee","Colorado",2023-04-21,0.86,3,"Immediate"
2023,"Isaiah","Dunson","CB","Miami","Baylor",2022-12-05,0.86,3,"Immediate"
2023,"Tristan","Monday","DL","Wisconsin","Arizona State",2022-12-05,0.86,3,"Immediate"
2023,"Deion","Smith","RB","Colorado","BYU",2023-04-24,0.86,3,"Immediate"
2023,"Prince","Dorbah","EDGE","Texas","Arizona State",2022-12-05,0.86,3,"Immediate"
2023,"Jadon","Canady","CB","Tulane","Ole Miss",2023-04-26,0.86,3,"Immediate"
2023,"Jalen","Grant","IOL","Bowling Green","Purdue",2023-01-02,0.86,3,"Immediate"
2023,"Zion","Carter","TE","Dartmouth","Buffalo",2022-12-05,0.86,3,"Immediate"
2023,"Christopher","Keys","CB","Indiana","Mississippi State",2022-12-05,0.86,3,"Immediate"
2023,"Stephen","Herron Jr.","EDGE","Stanford","Louisville",2022-12-01,0.86,3,"Immediate"
2023,"Dontavius","Nash","S","North Carolina","East Carolina",2022-12-05,0.86,3,"Immediate"
2023,"Demetrius","Harris","S","Cornell","Buffalo",2022-11-30,0.86,3,"Immediate"
2023,"Amari","Kight","OT","Alabama","UCF",2022-12-06,0.86,3,"Immediate"
2023,"J.T.","Byrne","TE","Oregon State","California",2023-01-06,0.86,3,"Immediate"
2023,"Howard","Brown","DL","Iowa State","Boise State",2023-04-17,0.86,3,"Immediate"
2023,"Romello","Brinson","WR","Miami","SMU",2022-12-08,0.86,3,"Immediate"
2023,"Jimmy","Christ","OT","Penn State","Virginia",2023-04-17,0.86,3,"Immediate"
2023,"Jaden","Alexis","WR","Texas","South Florida",2023-04-15,0.86,3,"Immediate"
2023,"Krew","Jackson","LB","Kansas State","Arizona State",2022-12-06,0.86,3,"Immediate"
2023,"Jalen","Sami","DL","Colorado","Michigan State",2023-04-25,0.86,3,"Immediate"
2023,"Leif","Fautanu","IOL","UNLV","Arizona State",2022-12-08,0.85,3,"Immediate"
2023,"Harrison","Bailey","QB","UNLV","Louisville",2023-04-17,0.85,3,"Immediate"
2023,"Aaron","Alexander","LB","Massachusetts","Michigan State",2022-12-12,0.85,3,"Immediate"
2023,"Na'im","Rodman","DL","Colorado","Washington State",2023-04-19,0.85,3,"Immediate"
2023,"Tristan","Gebbia","QB","Oregon State","Ohio State",2023-01-04,0.85,3,"Immediate"
2023,"Weylin","Lapuaho","IOL","Utah State","BYU",2022-12-29,0.85,3,"Immediate"
2023,"Sergio","Allen","LB","Clemson","California",2022-12-05,0.85,3,"Immediate"
2023,"Jaylan","Franklin","TE","Wisconsin","Michigan State",2022-12-06,0.85,3,"Immediate"
2023,"Tyler","Harrell","WR","Alabama","Miami",2023-01-14,0.89,3,"Immediate"
2023,"Ryan","O'Keefe","WR","UCF","Boston College",2022-12-05,0.89,3,"Immediate"
2023,"Kameron","Pedescleaux","CB","Louisiana","Tulane",2023-05-10,0.88,3,"Immediate"
2023,"David","Bailey","RB","Colorado State","Texas A&M",2023-04-23,0.88,3,"Immediate"
2023,"Christian","Turner","RB","Wake Forest","Indiana",2022-12-05,0.88,3,"Immediate"
2023,"Daniyel","Ngata","RB","Arizona State","Washington",2022-12-05,0.88,3,"Immediate"
2023,"Dacari","Collins","WR","Clemson","NC State",2022-12-05,0.88,3,"Immediate"
2023,"Malik","Washington","WR","Northwestern","Virginia",2022-11-29,0.88,3,"Immediate"
2023,"Jordan","Miller","DL","Miami","SMU",2022-12-06,0.88,3,"Immediate"
2023,"Walker","Merrill","WR","Tennessee","Wake Forest",2023-01-04,0.88,3,"Immediate"
2023,"Arlen","Harris Jr.","RB","Stanford","Iowa State",2022-11-29,0.88,3,"Immediate"
2023,"Teradja","Mitchell","LB","Ohio State","Florida",2022-12-05,0.87,3,"Immediate"
2023,"Troy","Omeire","WR","Texas","Arizona State",2022-12-05,0.87,3,"Immediate"
2023,"Jamier","Johnson","CB","Texas","Indiana",2022-12-05,0.87,3,"Immediate"
2023,"Ja'Kobi","Albert","ATH","Kentucky","Mississippi State",2023-01-07,0.87,3,"Immediate"
2023,"Victor","Curne","IOL","Washington","Ole Miss",2023-01-04,0.87,3,"Immediate"
2023,"Kobe","Wilson","LB","Temple","SMU",2023-01-17,0.87,3,"Immediate"
2023,"Leon","Johnson III","WR","NEWBERG","Oklahoma State",2022-12-05,0.87,3,"Immediate"
2023,"Jack","Plummer","QB","California","Louisville",2022-12-21,0.87,3,"Immediate"
2023,"Coltin","Deery","IOL","Maryland","TCU",2023-04-17,0.87,3,"Immediate"
2023,"Preston","Nichols","IOL","UNLV","Purdue",2023-04-18,0.87,3,"Immediate"
2023,"Fatorma","Mulbah","DL","Penn State","West Virginia",2023-01-05,0.87,3,"Immediate"
2023,"Jadon","Thompson","WR","Cincinnati","Louisville",2022-12-07,0.87,3,"Immediate"
2023,"Caleb","Johnson","OT","Notre Dame","SMU",2023-04-19,0.87,3,"Immediate"
2023,"Keivie","Rose","DL","Louisiana Tech","Arkansas",2023-04-26,0.87,3,"Immediate"
2023,"Kaden","Ludwick","EDGE","Colorado","Oregon",2023-04-16,0.87,3,"Immediate"
2023,"David","Wohlabaugh","IOL","Kentucky","Syracuse",2023-04-30,0.87,3,"Immediate"
2023,"Lawrence","Johnson","DL","Purdue","Auburn",2022-12-21,0.87,3,"Immediate"
2023,"Jackson","Brown","OT","California","Pittsburgh",2023-04-28,0.87,3,"Immediate"
2023,"Isaiah","Nichols","DL","Arkansas","Purdue",2022-12-19,0.87,3,"Immediate"
2023,"Amari","Gainer","LB","Florida State","North Carolina",2022-12-05,0.86,3,"Immediate"
2023,"Thomas","Castellanos","QB","UCF","Boston College",2023-04-20,0.86,3,"Immediate"
2023,"Bula","Schmidt","IOL","Fresno State","UCF",2023-01-02,0.86,3,"Immediate"
2023,"Darius","Lassiter","WR","Eastern Michigan","BYU",2023-04-17,0.86,3,"Immediate"
2023,"Devin","Phillips","DL","Colorado State","Kansas",2022-10-31,0.86,3,"Immediate"
2023,"Beanie","Bishop","CB","Minnesota","West Virginia",2023-02-24,0.86,3,"Immediate"
2023,"Isaiah","Bagnah","DL","Boise State","BYU",2022-12-05,0.86,3,"Immediate"
2023,"Malcolm","Epps","TE","USC","Pittsburgh",2023-03-22,0.86,3,"Immediate"
2023,"Tanner","Arkin","TE","Colorado State","Illinois",2022-12-05,0.86,3,"Immediate"
2023,"Antavious","Lane","S","Georgia State","North Carolina",2022-12-12,0.86,3,"Immediate"
2023,"Ryan","King","WR","Georgia Tech","East Carolina",2022-12-05,0.86,3,"Immediate"
2023,"Noah","Bolticoff","OT","TCU","Indiana",2023-04-18,0.86,3,"Immediate"
2023,"Antwaun","Powell","EDGE","Florida","Virginia Tech",2023-04-25,0.86,3,"Immediate"
2023,"Kori","Roberson","DL","Oklahoma","SMU",2023-04-17,0.86,3,"Immediate"
2023,"Keyshon","Mills","CB","Colorado","SMU",2023-04-15,0.86,3,"Immediate"
2023,"D'Andre","Greeley","CB","Colorado State","Buffalo",2022-12-05,0.85,3,"Immediate"
2023,"Peyton","Dunn","IOL","UL Monroe","Houston",2023-04-16,0.85,3,"Immediate"
2023,"Stephon","Wynn","DL","Nebraska","Ole Miss",2023-04-26,0.85,3,"Immediate"
2023,"Jalen","Harrell","S","Miami","Massachusetts",2022-12-05,0.85,3,"Immediate"
2023,"Jaelyn","Davis-Robinson","CB","LSU","SMU",2022-12-15,0.85,3,"Immediate"
2023,"Bryce","Ganious","DL","Villanova","Wake Forest",2022-12-06,0.85,3,"Immediate"
2023,"Landon","Bebee","IOL","Missouri State","Colorado",2022-12-20,0.85,3,"Immediate"
2023,"Scott","Elliott","OT","Harvard","Duke",2022-12-05,0.85,3,"Immediate"
2023,"Robby","Harrison","DL","Arizona State","Indiana",2023-04-17,0.85,3,"Immediate"
2023,"Ben","Farrell","OT","Indiana Wesleyan","Purdue",2023-01-04,0.85,3,"Immediate"
2023,"Haynes","King","QB","Texas A&M","Georgia Tech",2022-12-02,0.85,3,"Immediate"
2023,"Ugonna","Nnanna","OT","Houston","Virginia",2022-12-26,0.85,3,"Immediate"
2023,"Alex","Padilla","QB","Iowa","SMU",2022-11-29,0.85,3,"Immediate"
2023,"Mikel","Barkley","WR","Toledo","Fresno State",2023-03-28,0.85,3,"Immediate"
2023,"Joey","Beljan","TE","Western Kentucky","Cincinnati",2022-11-29,0.85,3,"Immediate"
2023,"Tayvonn","Kyle","CB","Iowa State","Virginia",2022-12-20,0.85,3,"Immediate"
2023,"Brian","Hightower","WR","Illinois","California",2023-01-04,0.85,3,"Immediate"
2023,"DeCarlos","Brooks","RB","California","Arizona State",2022-12-04,0.85,3,"Immediate"
2023,"Josh","Fleeks","WR","Baylor","Nebraska",2022-10-04,0.85,3,"Immediate"
2023,"Shambre","Jackson","EDGE","Florida State","Massachusetts",2022-12-06,0.85,3,"Immediate"
2023,"Zach","Durfee","EDGE","Sioux Falls","Washington",2022-11-26,0.85,3,"Immediate"
2023,"Brey","Walker","IOL","Oklahoma","Texas State",2023-01-18,0.84,3,"Immediate"
2023,"Wyatt","Dawe","DL","Southern Utah","BYU",2022-12-22,0.84,3,"Immediate"
2023,"Jack","Tuttle","QB","Indiana","Michigan",2022-10-17,0.84,3,"Immediate"
2023,"Dustyn","Hall","IOL","Duke","East Carolina",2023-04-28,0.84,3,"Immediate"
2023,"Javon","Antonio","WR","Northwestern State","Colorado",2023-05-01,0.88,3,"Immediate"
2023,"Davoan","Hawkins","DL","Tennessee State","West Virginia",2023-01-06,0.88,3,"Immediate"
2023,"Spencer","Holstege","IOL","Purdue","UCLA",2022-12-05,0.88,3,"Immediate"
2023,"Austin","Keys","LB","Ole Miss","Auburn",2023-01-06,0.88,3,"Immediate"
2023,"DeShawn","Gaddie","CB","North Texas","Ole Miss",2023-01-16,0.88,3,"Immediate"
2023,"Kyron","Drones","QB","Baylor","Virginia Tech",2022-12-05,0.88,3,"Immediate"
2023,"Myles","Jones","CB","Texas A&M","Duke",2022-12-05,0.88,3,"Immediate"
2023,"Taylor","Upshaw","EDGE","Colorado","Arizona",2023-04-26,0.87,3,"Immediate"
2023,"Cameron","Carroll","RB","Tulane","Florida",2023-01-19,0.87,3,"Immediate"
2023,"Sidney","Williams","LB","Florida State","Missouri",2022-12-07,0.87,3,"Immediate"
2023,"Cam'Ron","Silmon","S","Jackson State","Colorado",2022-12-19,0.87,3,"Immediate"
2023,"Elijah","Roberts","DL","Miami","SMU",2022-12-05,0.87,3,"Immediate"
2023,"Konnor","Near","LB","Ferris State","Oklahoma",2023-04-20,0.87,3,"Immediate"
2023,"Trevion","Cooley","RB","Louisville","Georgia Tech",2022-12-05,0.87,3,"Immediate"
2023,"Ben","Hoitink","IOL","Pennsylvania","Duke",2022-11-22,0.87,3,"Immediate"
2023,"George","Rooks","DL","Michigan","Boston College",2022-12-12,0.87,3,"Immediate"
2023,"Geor'quarius","Spivey","TE","TCU","Mississippi State",2023-02-09,0.87,3,"Immediate"
2023,"Jackson","Cravens","DL","Boise State","BYU",2022-12-23,0.87,3,"Immediate"
2023,"Travis","Jay","S","Florida State","Colorado",2023-05-01,0.87,3,"Immediate"
2023,"Craig","McDonald","S","Auburn","Minnesota",2023-04-28,0.87,3,"Immediate"
2023,"Lance","Robinson","IOL","Houston","Louisville",2023-04-21,0.87,3,"Immediate"
2023,"Mason","Tufaga","LB","Utah","Oregon State",2022-12-12,0.87,3,"Immediate"
2023,"Semar","Melvin","CB","Wisconsin","Michigan State",2022-12-06,0.87,3,"Immediate"
2023,"Chase","Lane","WR","Texas A&M","Georgia Tech",2022-11-29,0.87,3,"Immediate"
2023,"Prince","Kollie","LB","Notre Dame","Vanderbilt",2023-04-24,0.87,3,"Immediate"
2023,"Lorenzo","Lingard","RB","Florida","Akron",2022-12-06,0.86,3,"Immediate"
2023,"Tayvion","Beasley","CB","Colorado","San Diego State",2023-04-25,0.86,3,"Immediate"
2023,"Jaylen","Ellis","WR","Baylor","Colorado",2023-04-18,0.86,3,"Immediate"
2023,"Will","Pauling","WR","Cincinnati","Wisconsin",2022-12-20,0.86,3,"Immediate"
2023,"Brian","George","CB","Texas A&M","Houston",2022-12-02,0.86,3,"Immediate"
2023,"Tymir","Brown","CB","North Carolina","East Carolina",2022-12-05,0.86,3,"Immediate"
2023,"Nyles","Gaddy","EDGE","Jackson State","Missouri",2022-12-20,0.86,3,"Immediate"
2023,"Denzel","Daxon","DL","Ohio","Illinois",2023-01-19,0.86,3,"Immediate"
2023,"Chris","Thomas","DL","Florida","Marshall",2022-12-09,0.86,3,"Immediate"
2023,"Lyndell","Hudson","OT","Florida International","Florida",2023-05-13,0.86,3,"Immediate"
2023,"Gilbert","Frierson","S","Miami","Louisville",2022-11-16,0.86,3,"Immediate"
2023,"Sterling","Berkhalter","WR","North Carolina A&T","Cincinnati",2022-12-22,0.86,3,"Immediate"
2023,"A.J.","Hampton","CB","Northwestern","Tulane",2022-12-05,0.86,3,"Immediate"
2023,"Trevell","Johnson","LB","Texas","UL Monroe",2023-04-15,0.86,3,"Immediate"
2023,"Vincent","Lumia","OT","Duquesne","Louisville",2023-04-01,0.86,3,"Immediate"
2023,"Joey","Gatewood","WR","UCF","Louisville",2022-12-14,0.86,3,"Immediate"
2023,"Akelo","Stone","DL","Georgia Tech","Ole Miss",2023-04-28,0.85,3,"Immediate"
2023,"David","Ndukwe","IOL","Western Kentucky","Houston",2023-04-20,0.85,3,"Immediate"
2023,"Jake","Eichorn","IOL","Weber State","BYU",2023-04-11,0.85,3,"Immediate"
2023,"Tyrin","Bradley","EDGE","Abilene Christian","West Virginia",2023-04-17,0.85,3,"Immediate"
2023,"Devin","Richardson","LB","Texas","Washington State",2022-12-02,0.85,3,"Immediate"
2023,"Isaiah","Paul","LB","Washington State","UCF",2023-04-15,0.85,3,"Immediate"
2023,"Travis","Gray","OT","Colorado","New Mexico",2023-04-26,0.85,3,"Immediate"
2023,"Trevor","Radosevich","IOL","Pennsylvania","Cincinnati",2022-11-21,0.85,3,"Immediate"
2023,"Tyler","Manoa","DL","UCLA","Arizona",2022-10-10,0.85,3,"Immediate"
2023,"Corey","Gammage","WR","Marshall","UCF",2023-01-18,0.85,3,"Immediate"
2023,"Joshua","Rudolph","LB","Austin Peay","Indiana",2022-12-26,0.85,3,"Immediate"
2023,"Kentrel","Bullock","RB","Ole Miss","South Alabama",2022-12-05,0.85,3,"Immediate"
2023,"Lanell","Carr","LB","West Virginia","Indiana",2023-01-05,0.85,3,"Immediate"
2023,"Jackson","Long","TE","South Florida","Georgia Tech",2022-12-05,0.85,3,"Immediate"
2023,"Connor","Soelle","LB","Arizona State","Oregon",2023-01-04,0.85,3,"Immediate"
2023,"Dylan","Flowers","CB","Southern Utah","BYU",2022-12-23,0.85,3,"Immediate"
2023,"Bradley","Archer","TE","Stanford","Indiana",2023-04-13,0.85,3,"Immediate"
2023,"Noah","Potter","DL","Cincinnati","NC State",2022-12-07,0.84,3,"Immediate"
2023,"Patrick","Joyner","EDGE","Utah State","Kansas",2023-01-11,0.84,3,"Immediate"
2023,"Max","Longman","OT","Massachusetts","Indiana",2022-11-28,0.84,3,"Immediate"
2023,"CJ","Ogbonna","QB","Southeast Missouri State","Buffalo",2022-12-01,0.84,3,"Immediate"
2023,"Sio","Nofoagatoto'a","DL","Indiana","Arizona",2023-01-13,0.84,3,"Immediate"
2023,"Ian","Shewell","DL","New Mexico","Arizona State",2022-12-13,0.84,3,"Immediate"
2023,"Rance","Conner","CB","Louisville","East Carolina",2022-12-12,0.84,3,"Immediate"
2023,"Shilo","Sanders","S","Jackson State","Colorado",2022-12-18,0.84,3,"Immediate"
2023,"Asher","Alberding","TE","North Texas","California",2022-12-20,0.84,3,"Immediate"
2023,"Zachary","Lovett","LB","Missouri","Iowa State",2022-12-05,0.84,3,"Immediate"
2023,"Austin","Dean","LB","Rutgers","Georgia Tech",2022-12-05,0.84,3,"Immediate"
2023,"Taijh","Alston","EDGE","West Virginia","Colorado",2022-12-16,0.84,3,"Immediate"
2023,"Savion","Washington","OT","Kent State","Colorado",2022-12-05,0.88,3,"Immediate"
2023,"Drake","Metcalf","IOL","Stanford","UCF",2022-12-01,0.85,3,"Immediate"
2023,"Jeff","Sims","QB","Georgia Tech","Nebraska",2022-12-05,0.9,4,"Immediate"
2023,"Kelan","Robinson","WR","Kansas","East Carolina",2023-04-15,0.84,3,"Immediate"
2023,"Briton","Allen","S","USC","Utah",2023-01-11,0.84,3,"Immediate"
2023,"Derek","Ferraro","OT","Richmond","Texas A&M",2023-01-31,0.83,3,"Immediate"
2023,"Ty","Robinson","WR","Colorado","Ball State",2023-04-24,0.83,3,"Immediate"
2023,"Jalen","John","RB","Arizona","Massachusetts",2022-12-06,0.81,3,"Immediate"
2023,"Nicholas","Barr-Mira","K","UCLA","Mississippi State",2022-12-03,0.79,2,"Immediate"
2023,"Phaizon","Wilson","WR","Grambling","Grambling",2023-04-25,NA,4,"Immediate"
