"","athlete_id","first_name","last_name","team","season","post_ppa","years_in_college","prev_pass_yds","prev_pass_td","prev_avg_ppa","dest_off_ppa","dest_sp_offense","is_transfer"
"910",4433971,"Kyle","McCord","Syracuse",2024,251.189,4,3170,24,0.658,0.240831797944939,35.8,1
"911",4565315,"Blake","Shapen","Mississippi State",2024,45.56,4,2188,13,0.617,0.181498963433495,25.5,1
"912",4565552,"Deacon","Hill","Utah Tech",2024,14.585,4,1152,5,0.486,NA,NA,1
"913",4565892,"Navy","Shuler","Tennessee",2024,-2.284,4,-1,0,1,0.237809414495773,33.7,0
"914",4567031,"Michael","Kern","Wake Forest",2024,2.981,6,645,4,0.609,0.118870814279978,25.8,0
"915",4567149,"KJ","Jefferson","UCF",2024,40.611,6,2107,19,0.642,0.217174973254943,29,1
"916",4567241,"Kinkead","Dent","UT Martin",2024,135.932,6,2293,24,0.544,NA,NA,0
"917",4567707,"Grayson","James","Boston College",2024,56.558,4,218,1,0.514,0.15797257493512,28,1
"918",4567747,"Garrett","Nussmeier","LSU",2024,198.775,4,592,4,0.615,0.236372528651288,36.8,0
"919",4568411,"Cornelious","Brown IV","Alabama A&M",2024,112.108,6,38,0,0.583,NA,NA,0
"920",4569184,"Trenton","Bourguet","Arizona State",2024,4.808,6,1486,1,0.609,0.289117892516447,32.4,0
"921",4569414,"Chase","Artopoeus","Chattanooga",2024,126.56,6,2672,20,0.628,NA,NA,0
"922",4569535,"Jacob","Clark","Missouri State",2024,195.483,6,1018,10,0.629,0.300977508101336,NA,0
"923",4569598,"Dylan","Morris","James Madison",2024,0.647,6,224,1,0.643,0.160263517855014,29.7,1
"924",4570048,"Michael","Johnson Jr.","Syracuse",2024,-0.078,6,0,0,0,0.240831797944939,35.8,1
"925",4570057,"Cole","Snyder","Eastern Michigan",2024,90.427,6,2109,13,0.546,0.0743083403526785,20.5,1
"926",4570088,"Connor","Genal","Morehead State",2024,2.538,6,19,0,0.5,NA,NA,0
"927",4570259,"Daniel","Richardson","Florida A&M",2024,135.937,6,2001,13,0.654,NA,NA,1
"928",4570554,"Chandler","Rogers","California",2024,-2.5,6,3383,29,0.621,0.168987013436106,27.4,1
"929",4570743,"Santino","Marucci","New Mexico State",2024,6.666,4,151,1,0.571,0.0411881645579791,17.8,1
"930",4571272,"Nick","Howard","Butler",2024,59.458,3,302,1,0.493,NA,NA,1
"931",4571293,"Miles","Hastings","UC Davis",2024,225.556,3,2127,10,0.625,NA,NA,0
"932",4571364,"Hajj-Malik","Williams","UNLV",2024,128.006,6,2448,18,0.698,0.220979800099415,32.6,1
"933",4571721,"Pierce","Holley","Eastern Illinois",2024,138.713,3,2599,15,0.612,NA,NA,0
"934",4573398,"Max","Brosmer","Minnesota",2024,137.089,6,3459,29,0.64,0.208106555600003,25.6,1
"935",4573455,"Darius","Perrantes","Duquesne",2024,197.444,4,2189,19,0.496,NA,NA,0
"936",4574024,"Rob","McCoy","Charleston Southern",2024,2.183,3,1013,3,0.547,NA,NA,1
"937",4574106,"Matt","O'Connor","Stetson",2024,-5.955,3,1340,6,0.549,NA,NA,0
"938",4574356,"Tyler","Huff","Jacksonville State",2024,215.247,3,1675,9,0.663,0.285693927077238,28.8,1
"939",4574790,"JR","Blood","Missouri",2024,-0.538,3,1441,11,0.577,0.179579008570234,33.7,1
"940",4576127,"Haden","Carlson","Florida International",2024,-2.316,4,120,0,0.583,0.137485782099129,20.5,0
"941",4576189,"Aveon","Smith","Alabama A&M",2024,24.301,4,638,2,0.5,NA,NA,1
"942",4577440,"Grant","Sergent","San Diego",2024,120.294,3,893,7,0.619,NA,NA,0
"943",4577580,"Gino","English","East Tennessee State",2024,32.228,6,42,1,0.357,NA,NA,1
"944",4578236,"Jared","Lewis","Long Island University",2024,8.163,3,47,0,0.25,NA,NA,1
"945",4579073,"Tommy","Schuster","Michigan State",2024,2.413,4,2140,18,0.706,0.131390186546654,18,1
"946",4587295,"Trey","Lindsey","UAlbany",2024,17.572,6,22,0,1,NA,NA,0
"947",4587700,"Dominique","Anthony","Morgan State",2024,3.252,4,532,3,0.538,NA,NA,0
"948",4587721,"Daniel","Greek","Tarleton State",2024,14.091,4,19,0,0.6,NA,NA,0
"949",4590294,"Brady","Lichtenberg","Cincinnati",2024,-6.262,4,252,2,0.559,0.191671782991912,25.6,0
"950",4592531,"Ari","Patu","North Alabama",2024,-8.744,4,37,0,0.5,NA,NA,1
"951",4592532,"Billy","Edwards Jr.","Maryland",2024,103.461,4,128,1,0.333,0.120708086770303,23.3,0
"952",4596472,"Jalon","Daniels","Kansas",2024,155.206,4,705,5,0.747,0.312787318434847,32.4,0
"953",4597247,"Austin","Smith","Austin Peay",2024,84.785,4,1775,9,0.574,NA,NA,1
"954",4597499,"Mikey","Keene","Fresno State",2024,77.06,4,2976,24,0.673,0.108819414907029,25.1,0
"955",4597679,"Luke","Altmyer","Illinois",2024,156.122,4,1883,13,0.648,0.235989468924374,29,0
"956",4600403,"Braylon","Braxton","Marshall",2024,91.254,4,212,2,0.44,0.202984444099288,29.6,1
"957",4602968,"Nate","Hampton","Liberty",2024,-3.239,4,0,0,0,0.225928966703691,28.2,0
"958",4605998,"Logan","Fife","Montana",2024,104.639,4,630,3,0.565,NA,NA,1
"959",4606194,"Seth","Henigan","Memphis",2024,183.234,4,3883,32,0.668,0.269367300338801,36.7,0
"960",4607891,"Ryan","Stubblefield","South Carolina State",2024,19.482,4,89,0,0.611,NA,NA,1
"961",4610131,"Parker","Navarro","Ohio",2024,187.81,4,185,3,0.692,0.225930540145652,27.2,0
"962",4612078,"JaCobian","Morgan","Jackson State",2024,16.075,4,841,10,0.675,NA,NA,0
"963",4618083,"Ethan","Hampton","Northern Illinois",2024,80.701,4,147,2,0.576,0.177507281346414,20,0
"964",4678010,"Kyron","Drones","Virginia Tech",2024,82.1,4,2084,17,0.582,0.15814104177642,31.3,0
"965",4682518,"Nicholas","Vattiato","Middle Tennessee",2024,97.862,4,3087,23,0.668,0.116188789102489,13.7,0
"966",4682642,"DC","Tabscott","North Alabama",2024,7.077,4,16,0,0.2,NA,NA,1
"967",4682688,"Kaiya","Sheron","UT Martin",2024,15.63,4,5,0,0.5,NA,NA,1
"968",4683012,"Eddie Lee","Marburger","UTSA",2024,-4.654,4,300,3,0.617,0.168754232422818,32.3,0
"969",4683058,"Brendan","Sullivan","Iowa",2024,28.278,4,714,6,0.636,0.142311222529448,27,1
"970",4683182,"Nate","Yarnell","Pittsburgh",2024,33.922,4,595,4,0.661,0.156353445633103,29.3,0
"971",4683218,"Zy","McDonald","Jackson State",2024,17.623,4,220,3,0.72,NA,NA,0
"972",4683311,"Sam","Vidlak","Stephen F. Austin",2024,123.162,4,358,3,0.667,NA,NA,1
"973",4683423,"Riley","Leonard","Notre Dame",2024,202.015,4,1102,3,0.576,0.299033372439146,38.6,1
"974",4683471,"Brady","Olson","Central Connecticut",2024,106.529,4,0,0,0,NA,NA,1
"975",4683912,"Hunter","Herring","UL Monroe",2024,19.147,4,121,1,0.533,0.122503217806599,16.9,0
"976",4684003,"Tahj","Bullock","Akron",2024,20.712,4,271,3,0.485,0.0637900389779065,15.7,0
"977",4684278,"Jakolby","Longino","Lamar",2024,32.967,4,25,0,0.333,NA,NA,0
"978",4684502,"Justin","Lamson","Stanford",2024,9.332,4,504,0,0.432,0.0982760264607463,24.4,0
"979",4685186,"Tyler","Van Dyke","Wisconsin",2024,15.859,4,2703,19,0.658,0.154323879155518,23,1
"980",4685252,"Henry","Belin IV","Duke",2024,1.615,3,232,3,0.5,0.0932371003123423,26.7,0
"981",4685291,"Jacurri","Brown","UCF",2024,19.792,3,181,1,0.645,0.217174973254943,29,1
"982",4685309,"Braden","Davis","Syracuse",2024,1.732,3,78,0,0.5,0.240831797944939,35.8,0
"983",4685345,"JC","French IV","Georgia Southern",2024,123.753,3,122,1,0.813,0.180883517083542,26.5,0
"984",4685391,"Walker","Howard","Ole Miss",2024,-3.828,3,56,0,0.75,0.355587496072049,37.7,0
"985",4685401,"Josh","Hoover","TCU",2024,220.041,3,2210,15,0.622,0.277091047108313,34.6,0
"986",4685413,"Cade","Klubnik","Clemson",2024,166.593,3,2844,19,0.639,0.250973923761355,35.4,0
"987",4685440,"Kyle","Lowe","Georgia State",2024,2.01,3,-1,0,1,0.141297372768756,21,1
"988",4685454,"Jayden","Maiava","USC",2024,34.055,3,3085,17,0.635,0.222413733643468,35.6,1
"989",4685459,"Nicco","Marchiol","West Virginia",2024,25.763,3,247,2,0.566,0.209138205983223,30.1,0
"990",4685488,"MJ","Morris","Maryland",2024,0.107,3,719,7,0.558,0.120708086770303,23.3,1
"991",4685497,"Maalik","Murphy","Duke",2024,130.26,3,477,3,0.563,0.0932371003123423,26.7,1
"992",4685521,"Garret","Rangel","Oklahoma State",2024,15.339,3,172,2,0.531,0.192044825392954,29.4,0
"993",4685522,"Ty","Simpson","Alabama",2024,10.249,3,179,0,0.55,0.244245006485298,37.9,0
"994",4685574,"Conner","Weigman","Texas A&M",2024,35.548,3,979,8,0.689,0.212992303341162,34,0
"995",4685578,"Gunner","Stockton","Georgia",2024,10.437,3,148,2,0.632,0.231931028598259,37.3,0
"996",4685693,"Devin","Kargman","Kent State",2024,11.208,3,307,2,0.512,-0.00725796136473049,12.6,0
"997",4685694,"Steve","Angeli","Notre Dame",2024,21.47,3,504,7,0.773,0.299033372439146,38.6,0
"998",4685696,"Beau","Pribula","Penn State",2024,37.933,3,149,4,0.524,0.303137710278935,37.5,0
"999",4685697,"Zion","Turner","Jacksonville State",2024,-0.492,4,8,0,0.4,0.285693927077238,28.8,1
"1000",4685740,"Max","Johnson","North Carolina",2024,-0.796,4,1452,9,0.621,0.209774227406886,31.5,1
"1001",4686096,"Hunter","Helms","Rhode Island",2024,11.983,4,83,0,0.75,NA,NA,1
"1002",4686788,"CJ","Harris","California",2024,-1.214,4,248,2,0.51,0.168987013436106,27.4,1
"1003",4688380,"Cam","Ward","Miami",2024,268.388,4,3732,25,0.667,0.405918810239111,44.2,1
"1004",4688717,"Draylen","Ellis","Tennessee State",2024,170.669,4,1046,6,0.522,NA,NA,0
"1005",4689114,"Jaxson","Dart","Ole Miss",2024,274.991,4,3364,23,0.649,0.355587496072049,37.7,0
"1006",4689585,"Trexler","Ivey","Charlotte",2024,6.212,4,1263,4,0.552,0.0743762225373161,21.4,0
"1007",4689585,"Trexler","Ivey","Charlotte",2024,6.212,4,1263,4,0.552,0.0743762225373161,21.4,0
"1008",4689602,"Sean","Brown","Towson",2024,51.367,4,38,0,0.4,NA,NA,0
"1009",4689652,"Harrison","Barker","UAB",2024,7.147,4,75,1,0.462,0.166526110353194,25.9,0
"1010",4690158,"Noah","Kim","Coastal Carolina",2024,12.572,4,1090,6,0.569,0.165088051926625,25.5,1
"1011",4690977,"Donovan","Smith","Houston",2024,16.023,4,2800,22,0.644,-0.000779703705034535,18.1,0
"1012",4691272,"Stone","Earle","Marshall",2024,24.77,4,274,4,0.55,0.202984444099288,29.6,1
"1013",4691745,"Graeson","Underwood","The Citadel",2024,-3.07,3,1230,5,0.498,NA,NA,0
"1014",4692052,"Carter","Peevy","Maine",2024,110.081,4,2275,11,0.663,NA,NA,1
"1015",4692530,"Chandler","Morris","North Texas",2024,174.666,4,1528,12,0.653,0.227251025310211,33.3,1
"1016",4693331,"Cam","Miller","North Dakota State",2024,273.463,3,2687,19,0.715,0.326623085861105,NA,0
"1017",4693861,"Myles","Crawley","Grambling",2024,43.558,4,2312,16,0.601,NA,NA,0
"1018",4694023,"Nate","Lussier","Brown",2024,1.365,3,97,2,0.769,NA,NA,0
"1019",4694361,"Bryce","Corriston","Wofford",2024,0.384,3,366,2,0.552,NA,NA,0
"1020",4694389,"Luke","Duby","Black Hills State",2024,8.429,3,118,1,0.737,NA,NA,1
"1021",4694576,"Kobe","Tracy","Idaho State",2024,138.906,3,2762,19,0.55,NA,NA,1
"1022",4694856,"Luke","Bailey","Drake",2024,78.502,3,2558,16,0.551,NA,NA,0
"1023",4694939,"Nathan","Kent","Towson",2024,2.068,3,2023,13,0.579,NA,NA,0
"1024",4695009,"Ethan","Roberts","Tennessee Tech",2024,0.235,3,437,2,0.576,NA,NA,0
"1025",4695400,"Mark","Gronowski","South Dakota State",2024,173.721,3,2923,28,0.676,NA,NA,0
"1026",4695600,"Bryson","Barnes","Utah State",2024,71.882,4,1572,12,0.587,0.237868586498271,30.2,1
"1027",4695709,"Devin","Brown","Ohio State",2024,6.426,3,217,2,0.571,0.376009845114547,39.5,0
"1028",4695867,"Grant","Wilson","Old Dominion",2024,25.069,3,2149,17,0.571,0.228194261924304,25.7,0
"1029",4695904,"Matthew","Sluka","UNLV",2024,25.19,4,1723,20,0.619,0.220979800099415,32.6,1
"1030",4695914,"Hunter","Hays","Idaho State",2024,41.149,4,882,9,0.631,NA,NA,0
"1031",4696065,"Derek","Robertson","Monmouth",2024,223.146,4,2876,25,0.64,NA,NA,1
"1032",4696066,"Anthony","Harris","Maine",2024,-3.666,3,111,1,0.722,NA,NA,0
"1033",4696371,"Dante","Perri","Lehigh",2024,18.304,3,298,4,0.537,NA,NA,0
"1034",4696561,"Jacob","Conover","Utah State",2024,-2.906,4,130,0,0.289,0.237868586498271,30.2,1
"1035",4696819,"Eli","Sawyer","SE Louisiana",2024,90.433,3,1401,6,0.603,NA,NA,0
"1036",4696880,"Walker","Harris","North Carolina Central",2024,70.242,3,377,5,0.617,NA,NA,0
"1037",4697094,"DJ","Williams","Southern Illinois",2024,47.79,4,1523,11,0.576,NA,NA,1
"1038",4697122,"Gaston","Moore","Tennessee",2024,5.954,4,36,0,0.4,0.237809414495773,33.7,0
"1039",4697131,"Bronson","Barron","Southern Utah",2024,33.763,4,-3,0,0.5,NA,NA,1
"1040",4697512,"Robby","Ashford","South Carolina",2024,26.556,4,145,2,0.519,0.217974070634359,32.1,1
"1041",4697625,"Victor","Gabalis","Tarleton State",2024,168.501,4,2249,17,0.545,NA,NA,0
"1042",4698250,"Grant","Harper","UC Davis",2024,7.731,3,56,1,0.444,NA,NA,0
"1043",4700135,"Cam","Fancher","Florida Atlantic",2024,62.6,4,2162,11,0.656,0.173128112031343,20.8,1
"1044",4701307,"Henry","Hesson","Miami (OH)",2024,6.354,4,16,0,0.625,0.142372596857437,23.2,0
"1045",4702829,"Braedyn","Locke","Wisconsin",2024,72.813,3,778,5,0.5,0.154323879155518,23,0
"1046",4708067,"Kai","Horton","Tulane",2024,-0.185,4,604,3,0.537,0.296915584856286,32.9,0
"1047",4709012,"Jase","Bauer","Sam Houston",2024,-4.571,3,1881,12,0.568,0.0987166434913929,19,1
"1048",4709977,"Brayden","Schager","Hawai'i",2024,92.338,4,3542,26,0.632,0.165638687183844,20.9,0
"1049",4710001,"CJ","Montes","Fordham",2024,-2.365,4,2997,26,0.643,NA,NA,0
"1050",4714300,"Holden","Geriner","Auburn",2024,0.578,3,75,0,0.333,0.235496342572844,27.9,0
"1051",4714771,"Drew","Allar","Penn State",2024,191.421,3,2631,25,0.601,0.303137710278935,37.5,0
"1052",4715345,"Devin","Farrell","Rhode Island",2024,90.93,3,59,1,0.667,NA,NA,0
"1053",4731981,"Carlos","Davis","Towson",2024,10.783,4,886,6,0.614,NA,NA,1
"1054",4746127,"Zach","Pyron","Georgia Tech",2024,8.771,3,21,0,0.5,0.240743377534111,31.1,0
"1055",4773919,"Tommy","Castellanos","Boston College",2024,77.139,3,2270,15,0.573,0.15797257493512,28,0
"1056",4775136,"Owen","McCown","UTSA",2024,158.746,3,442,4,0.741,0.168754232422818,32.3,0
"1057",4775196,"Tommy","Mellott","Montana State",2024,249.703,3,1068,10,0.63,NA,NA,0
"1058",4775224,"Xander","Werner","Northern Arizona",2024,2.573,3,63,1,1,NA,NA,0
"1059",4775264,"Tony","Muskett","Virginia",2024,37.252,4,1031,6,0.633,0.120734328781562,23.7,0
"1060",4775291,"Anthony","Chiccitt","Robert Morris",2024,89.346,3,1641,16,0.656,NA,NA,0
"1061",4795295,"Katin","Houser","East Carolina",2024,112.736,3,1098,6,0.585,0.202544082120755,28.5,1
"1062",4799987,"Ryan","Burger","Liberty",2024,-1.425,3,73,1,0.636,0.225928966703691,28.2,1
"1063",4801299,"Rocco","Becht","Iowa State",2024,188.582,3,3120,23,0.629,0.196765155613953,30.8,0
"1064",4801301,"Tevin","Carter","Tennessee State",2024,-2.253,3,101,1,0.6,NA,NA,1
"1065",4801302,"Julian","Calvez","UT Martin",2024,-0.617,3,9,0,0.2,NA,NA,1
"1066",4801306,"Conner","Harrell","North Carolina",2024,11.336,3,270,2,0.667,0.209774227406886,31.5,0
"1067",4801307,"Tayven","Jackson","Indiana",2024,25.393,3,914,2,0.609,0.324062865356398,35,0
"1068",4801717,"Noah","Fifita","Arizona",2024,107.555,3,2869,25,0.724,0.113377085742396,24.4,0
"1069",4806463,"Bryce","Archie","South Florida",2024,46.676,3,53,0,0.467,0.16922211113505,29.5,0
"1070",4816095,"Blaine","Hipa","Princeton",2024,41.887,3,3,1,1,NA,NA,0
"1071",4819250,"AJ","Bianco","Nevada",2024,11.733,3,614,4,0.549,0.2145624458839,21,0
"1072",4832918,"Ethan","Vasko","Coastal Carolina",2024,121.017,3,779,7,0.623,0.165088051926625,25.5,0
"1073",4833597,"Brayden","Fowler-Nicolosi","Colorado State",2024,122.601,3,3460,22,0.621,0.149952370276135,24.2,0
"1074",4833635,"Landry","Lyddy","UAB",2024,-0.471,3,121,1,0.636,0.166526110353194,25.9,0
"1075",4837195,"Luca","Stanzani","Long Island University",2024,39.407,3,204,1,0.61,NA,NA,0
"1076",4837248,"Fernando","Mendoza","California",2024,155.703,3,1708,14,0.63,0.168987013436106,27.4,0
"1077",4838536,"Tyler","Hughes","William & Mary",2024,14.717,3,145,2,0.357,NA,NA,0
"1078",4838679,"Ashton","Daniels","Stanford",2024,47.086,3,2247,11,0.584,0.0982760264607463,24.4,0
"1079",4869817,"Cole","Pennington","Marshall",2024,4.387,3,695,0,0.571,0.202984444099288,29.6,0
"1080",4869991,"Caden","Veltkamp","Western Kentucky",2024,168.642,3,387,5,0.759,0.196569974614345,22.1,0
"1081",4870513,"Maddux","Madsen","Boise State",2024,191.664,3,1191,9,0.614,0.331382927005345,35.3,0
"1082",4870518,"Zeon","Chriss","Houston",2024,23.68,3,1222,11,0.667,-0.000779703705034535,18.1,1
"1083",4870607,"Jackson","Arnold","Oklahoma",2024,50.087,2,563,4,0.638,0.0869621893825419,25.9,0
"1084",4870636,"Pierce","Clarkson","Louisville",2024,-1.063,2,7,0,0.5,0.298001961398807,37.7,0
"1085",4870645,"Rickie","Collins","LSU",2024,1.099,2,3,0,1,0.236372528651288,36.8,0
"1086",4870712,"Cameron","Edge","Maryland",2024,6.529,3,100,1,0.667,0.120708086770303,23.3,0
"1087",4870757,"Ahmad","Haston","Massachusetts",2024,15.712,2,176,2,0.647,0.155768724304245,20.5,0
"1088",4870799,"Nico","Iamaleava","Tennessee",2024,119.221,2,314,2,0.622,0.237809414495773,33.7,0
"1089",4870857,"Avery","Johnson","Kansas State",2024,176.062,2,479,5,0.561,0.284083404781418,33,0
"1090",4870889,"Chris","Parson","Mississippi State",2024,-3.557,2,103,0,0.423,0.181498963433495,25.5,0
"1091",4870900,"Dylan","Lonergan","Alabama",2024,3.434,2,12,0,1,0.244245006485298,37.9,0
"1092",4870906,"Arch","Manning","Texas",2024,72.889,2,30,0,0.4,0.221445271169821,36.6,0
"1093",4870921,"Dante","Moore","Oregon",2024,2.218,2,1610,11,0.535,0.305999901959537,40.8,1
"1094",4870928,"Malachi","Nelson","Boise State",2024,7.154,2,0,0,0.333,0.331382927005345,35.3,1
"1095",4870971,"Marcel","Reed","Texas A&M",2024,95.224,2,374,1,0.583,0.212992303341162,34,0
"1096",4872459,"Jarrett","Synek","South Dakota",2024,0.7,4,51,0,0.5,NA,NA,0
"1097",4872721,"Cardell","Williams","Tulsa",2024,0.003,3,1149,10,0.598,0.0910308485151769,21.2,0
"1098",4872956,"Holman","Edwards","Houston",2024,-0.82,4,70,0,0.421,-0.000779703705034535,18.1,1
"1099",4875125,"Max","Brown","Charlotte",2024,-0.864,3,192,0,0.679,0.0743762225373161,21.4,1
"1100",4875125,"Max","Brown","Charlotte",2024,-0.864,3,192,0,0.679,0.0743762225373161,21.4,1
"1101",4875127,"LaNorris","Sellers","South Carolina",2024,143.439,2,86,2,1,0.217974070634359,32.1,0
"1102",4875733,"Pat","McQuaide","Nicholls",2024,106.612,4,2196,13,0.568,NA,NA,0
"1103",4875854,"Ben","Harris","North Alabama",2024,-0.028,4,18,0,0.5,NA,NA,0
"1104",4875855,"Ralph","Rucker IV","Bucknell",2024,141.454,4,2537,21,0.621,NA,NA,0
"1105",4875866,"Reese","Poffenbarger","Miami",2024,-2.373,4,3561,35,0.588,0.405918810239111,44.2,1
"1106",4876066,"Zevi","Eckhaus","Washington State",2024,29.799,4,2907,28,0.628,0.296664478653267,34,1
"1107",4876109,"Jaden","Jones","Cal Poly",2024,24.201,3,49,0,0.5,NA,NA,0
"1108",4876140,"Kekoa","Visperas","Eastern Washington",2024,141.897,3,2545,19,0.658,NA,NA,0
"1109",4876199,"Daniel","Britt","Northern State",2024,3.949,3,57,2,0.75,NA,NA,1
"1110",4876244,"RJ","Martinez","Texas State",2024,9.591,4,110,0,0.5,0.259107845791645,34.2,1
"1111",4876245,"PJ","London","Northern Arizona",2024,10.204,3,4,0,1,NA,NA,0
"1112",4876330,"Jackson","Berry","Southern Utah",2024,91.01,3,0,0,0,NA,NA,0
"1113",4876376,"Creyton","Cooper","Weber State",2024,-0.128,4,0,0,0,NA,NA,0
"1114",4876457,"Jake","Willcox","Brown",2024,118.564,3,2892,17,0.62,NA,NA,0
"1115",4876789,"Luke","Durkin","Davidson",2024,24.087,3,227,2,0.618,NA,NA,0
"1116",4876800,"LJ","Phillips Jr.","Davidson",2024,13.062,3,39,0,1,NA,NA,0
"1117",4876810,"Blake","Ellingson","Drake",2024,-10.287,3,94,0,0.476,NA,NA,0
"1118",4876839,"Frankie","Savino","Monmouth",2024,-2.72,3,14,0,0.5,NA,NA,0
"1119",4876865,"Carter","Cravens","Morehead State",2024,52.877,3,1838,10,0.496,NA,NA,0
"1120",4876948,"Warner","Bush","Presbyterian",2024,0.27,3,14,0,1,NA,NA,0
"1121",4877211,"Jace","Wilson","Texas Southern",2024,17.125,3,1599,10,0.568,NA,NA,0
"1122",4877380,"Quincy","Crittendon","Samford",2024,88.549,3,3,0,0.5,NA,NA,0
"1123",4877387,"Junior","Muratovic","Florida A&M",2024,-19.541,3,82,0,0.421,NA,NA,0
"1124",4877717,"Matthew","Caldwell","Troy",2024,87.351,3,940,7,0.571,0.219738328123888,24.1,1
"1125",4877811,"Billy","Atkins","James Madison",2024,9.316,3,10,0,0.5,0.160263517855014,29.7,0
"1126",4877890,"Kyle","Wickersham","Richmond",2024,19.627,3,1414,10,0.721,NA,NA,0
"1127",4878151,"Darius","Wilson","William & Mary",2024,120.565,4,1550,9,0.603,NA,NA,0
"1128",4878188,"Chad","Martini","Cornell",2024,4.059,3,4,0,1,NA,NA,0
"1129",4878197,"Jameson","Wang","Cornell",2024,180.612,3,2357,8,0.646,NA,NA,0
"1130",4878223,"Jackson","Proctor","Dartmouth",2024,135.251,3,716,4,0.753,NA,NA,0
"1131",4878255,"Aidan","Sayin","Pennsylvania",2024,39.316,3,2677,15,0.65,NA,NA,0
"1132",4878284,"Tommy","Rittenhouse","Illinois State",2024,179.703,3,335,2,0.686,NA,NA,0
"1133",4878681,"Davis","Warren","Michigan",2024,41.501,3,0,0,0,0.113442905056408,24.1,0
"1134",4878834,"Matt","Morrissey","Eastern Kentucky",2024,66.954,3,2008,13,0.609,NA,NA,1
"1135",4878884,"Jon","Bell","South Dakota State",2024,6.474,3,0,0,0,NA,NA,0
"1136",4878912,"Hunter","Simmons","Southern Illinois",2024,24.877,3,156,1,0.516,NA,NA,0
"1137",4878988,"Gavin","McCusker","Merrimack",2024,-1.144,3,474,1,0.432,NA,NA,0
"1138",4879058,"Joe","Pesansky","Holy Cross",2024,142.044,3,499,5,0.582,NA,NA,0
"1139",4879079,"Brock","Bagozzi","Missouri State",2024,-3.13,3,1511,9,0.532,0.300977508101336,NA,1
"1140",4879091,"Logan","Brabham","Marist",2024,-1.198,3,773,5,0.63,NA,NA,0
"1141",4879147,"Michael","Appel Jr.","Valparaiso",2024,-14.956,3,661,5,0.548,NA,NA,0
"1142",4879225,"Simon","Romfo","North Dakota",2024,67.442,3,11,0,1,NA,NA,0
"1143",4879250,"Cole","Payton","North Dakota State",2024,4.648,3,289,3,0.667,0.326623085861105,NA,0
"1144",4879928,"Bryson","Daily","Army",2024,179.509,3,913,7,0.5,0.304116440585128,31.1,0
"1145",4880272,"Byrum","Brown","South Florida",2024,38.492,3,3292,26,0.648,0.16922211113505,29.5,0
"1146",4881352,"Jack","Shields","Buffalo",2024,-0.883,3,353,2,0.532,0.144710890207305,25.4,1
"1147",4884086,"Jalen","Macon","Northern Illinois",2024,5.851,3,397,2,0.607,0.177507281346414,20,1
"1148",4887446,"Gevani","McCoy","Oregon State",2024,52.458,3,2882,15,0.655,0.151326105023983,26.1,1
"1149",4887635,"Brady","Meitz","Stetson",2024,148.191,3,1275,8,0.574,NA,NA,0
"1150",4887689,"Duce","Taylor","Morgan State",2024,11.515,4,198,2,0.429,NA,NA,0
"1151",4888130,"Noah","Bodden","Southern",2024,43.378,3,353,1,0.513,NA,NA,0
"1152",4889929,"Quinn","Ewers","Texas",2024,162.796,3,3479,22,0.69,0.221445271169821,36.6,0
"1153",4893657,"Gavin","Wimsatt","Kentucky",2024,3.04,4,1735,9,0.478,0.08664841837784,24.5,1
"1154",4896167,"Jake","Johnson","Austin Peay",2024,-0.808,3,12,0,1,NA,NA,0
"1155",4896184,"C.J.","Henry","Delaware State",2024,2.751,3,24,0,0.8,NA,NA,0
"1156",4899046,"Brendan","Sorsby","Cincinnati",2024,149.12,3,1582,15,0.572,0.191671782991912,25.6,1
"1157",4911929,"Alonza","Barnett III","James Madison",2024,109.521,3,15,0,0.273,0.160263517855014,29.7,0
"1158",4911961,"Jack","Lausch","Northwestern",2024,29.441,3,10,0,0.667,0.00731813214502136,17.5,0
"1159",4912647,"Austin","Novosad","Oregon",2024,-0.389,2,52,0,0.818,0.305999901959537,40.8,0
"1160",4912864,"Raheim","Jeter","East Carolina",2024,1.366,2,1,0,0.5,0.202544082120755,28.5,0
"1161",4915837,"Grayson","Loftis","Duke",2024,-0.915,2,1006,8,0.558,0.0932371003123423,26.7,0
"1162",4915980,"John","Mateer","Washington State",2024,222.385,3,225,2,0.765,0.296664478653267,34,0
"1163",4916436,"E.J.","Warner","Rice",2024,56.666,3,3076,23,0.575,0.0716831383049236,20.5,1
"1164",4916888,"Bert","Emanuel Jr.","Central Michigan",2024,13.275,3,286,3,0.514,0.143013445947971,17.7,0
"1165",4917093,"Ryan","Staub","Colorado",2024,-3.916,2,254,1,0.575,0.232372352316414,33.3,0
"1166",4917305,"Cam'Ron","McCoy","Jackson State",2024,28.357,3,73,0,0.429,NA,NA,1
"1167",4918099,"Kenny","Minchey","Notre Dame",2024,2.108,2,12,0,1,0.299033372439146,38.6,0
"1168",4920153,"William","Watson III","Virginia Tech",2024,4.862,2,0,0,0,0.15814104177642,31.3,0
"1169",4920156,"Dylan","Rizk","UCF",2024,30.007,2,28,0,0.8,0.217174973254943,29,0
"1170",4920158,"Brock","Glenn","Florida State",2024,5.639,2,229,0,0.373,0.0403923992651197,20.1,0
"1171",4920192,"Carson","Conklin","Sacramento State",2024,110.489,2,744,6,0.543,0.144380224007458,NA,0
"1172",4920193,"Ethan","Crawford","Southern Miss",2024,9.797,2,246,3,0.5,-0.0179482244210045,14.4,0
