"","athlete_id","first_name","last_name","team","season","post_ppa","years_in_college","prev_pass_yds","prev_pass_td","prev_avg_ppa","dest_off_ppa","dest_sp_offense","is_transfer"
"1173",4920227,"Gio","Lopez","South Alabama",2024,153.238,2,475,4,0.672,0.341200000335717,29.9,0
"1174",4923050,"Israel","Carter","South Florida",2024,21.161,2,0,0,0,0.16922211113505,29.5,0
"1175",4986096,"Chase","Jenkins","Rice",2024,-0.212,2,100,0,0.684,0.0716831383049236,20.5,0
"1176",5044387,"Anthony","Colandrea","Virginia",2024,35.922,2,1958,13,0.626,0.120734328781562,23.7,0
"1177",5054036,"Jackson","Brousseau","Colorado State",2024,-3.085,2,12,0,0.5,0.149952370276135,24.2,0
"1178",5074245,"Broc","Lowry","Western Michigan",2024,8.446,2,8,0,1,0.239054960921565,24.7,1
"1179",5075392,"Keldric","Luster","SMU",2024,-0.847,2,23,0,0.333,0.234663499569023,38.2,0
"1180",5075800,"Emory","Williams","Miami",2024,8.142,2,470,3,0.62,0.405918810239111,44.2,0
"1181",5075805,"Aidan","Chiles","Michigan State",2024,118.06,2,309,4,0.686,0.131390186546654,18,1
"1182",5076949,"Evan","Bullock","Louisiana Tech",2024,52.108,2,21,0,0.4,0.020200537714157,15.9,0
"1183",5078166,"Ajani","Sheppard","Rutgers",2024,0.272,2,23,0,1,0.161997428933885,28.5,0
"1184",5078810,"Sam","Leavitt","Arizona State",2024,168.755,2,139,2,0.652,0.289117892516447,32.4,1
"1185",5080403,"Jaylen","Raynor","Arkansas State",2024,111.083,2,2543,17,0.582,0.163394199599781,24.6,0
"1186",5081178,"Trace","Campbell","UAB",2024,3.091,3,47,0,0.444,0.166526110353194,25.9,0
"1187",5081197,"Grady","Brosterhous","Virginia",2024,12.154,3,21,0,1,0.120734328781562,23.7,0
"1188",5081239,"Steven","Johnson","East Tennessee State",2024,-2.679,3,67,1,0.5,NA,NA,1
"1189",5081405,"AJ","Swann","LSU",2024,-0.852,3,1418,12,0.541,0.236372528651288,36.8,1
"1190",5081504,"Blake","Horvath","Navy",2024,154.944,3,84,2,0.5,0.260377873084944,29.5,0
"1191",5081856,"Nate","Glantz","Lindenwood",2024,140.235,3,861,3,0.493,NA,NA,1
"1192",5082005,"Tyriq","Starks","Florida Atlantic",2024,36.39,3,35,0,0.5,0.173128112031343,20.8,0
"1193",5082125,"Dewayne","Coleman","Army",2024,8.991,3,-14,0,1,0.304116440585128,31.1,0
"1194",5082330,"John Alan","Richter","Toledo",2024,14.577,3,49,0,0.75,0.101761707575995,24.5,0
"1195",5082965,"Tommy","Ulatowski","Kent State",2024,51.614,3,737,7,0.496,-0.00725796136473049,12.6,0
"1196",5083042,"Skyler","Locklear","UTEP",2024,60.445,3,59,1,0.75,0.072107772063724,13.7,1
"1197",5083145,"Bo","Kelly","Cal Poly",2024,42.028,3,566,4,0.542,NA,NA,0
"1198",5083171,"Jack","Layne","Idaho",2024,30.467,3,325,8,0.781,NA,NA,0
"1199",5083285,"Tanner","Maddocks","Villanova",2024,4.684,3,44,0,1,NA,NA,0
"1200",5083373,"Ashten","Snelsire","Richmond",2024,5.136,3,13,0,0.286,NA,NA,0
"1201",5083490,"Ayden","Pereira","Merrimack",2024,78.224,3,13,0,1,NA,NA,1
"1202",5083569,"Jaden","Craig","Harvard",2024,119.414,3,775,4,0.604,NA,NA,0
"1203",5083757,"Paxton","DeLaurent","Southeast Missouri State",2024,230.095,3,1789,11,0.645,NA,NA,0
"1204",5083847,"Dean","DeNobile","Lafayette",2024,116.117,3,1997,20,0.667,NA,NA,0
"1205",5083895,"Luke","Schomburg","Chattanooga",2024,46.54,3,517,2,0.524,NA,NA,0
"1206",5083941,"Collin","Shannon","VMI",2024,-14.812,3,560,2,0.567,NA,NA,0
"1207",5084084,"Kevin","Jennings","SMU",2024,184.807,3,618,5,0.581,0.234663499569023,38.2,0
"1208",5084180,"Diego","Pavia","Vanderbilt",2024,145.835,3,2973,26,0.604,0.178341077661301,28.2,1
"1209",5084305,"Mekhi","Hagens","Arkansas-Pine Bluff",2024,100.651,3,488,2,0.467,NA,NA,0
"1210",5084352,"Bryce","Patterson","Morehead State",2024,10.804,3,457,8,0.531,NA,NA,0
"1211",5084404,"Liam","O'Brien","Pennsylvania",2024,90.86,3,31,0,0.75,NA,NA,0
"1212",5084828,"Luke","Bottari","Utah",2024,9.152,3,79,0,0.636,0.0794594611037124,23.6,0
"1213",5085112,"Emmett","Brown","San José State",2024,70.562,3,14,0,0.5,0.183389428994939,26.1,1
"1214",5085259,"Ashton","Frye","Grambling",2024,-1.085,3,51,0,0.455,NA,NA,1
"1215",5085337,"Keyone","Jenkins","Florida International",2024,102.644,2,2422,11,0.584,0.137485782099129,20.5,0
"1216",5085356,"Austin","Myers","Central Arkansas",2024,-0.491,3,53,1,0.6,NA,NA,0
"1217",5085644,"Coulter","Cleland","Davidson",2024,6.464,3,1265,16,0.733,NA,NA,0
"1218",5085714,"Jordan","Pachot","Southern Utah",2024,-2.682,3,2288,19,0.676,NA,NA,1
"1219",5085718,"Hess","Horne","Mercer",2024,4.815,3,4,0,0.333,NA,NA,0
"1220",5085784,"Chase","Mason","South Dakota State",2024,25.198,3,200,1,0.688,NA,NA,0
"1221",5085788,"Enzo","Arjona","Marist",2024,2.925,3,66,0,0.889,NA,NA,1
"1222",5085808,"Marqui","Adams","Delaware State",2024,55.847,3,1329,8,0.634,NA,NA,0
"1223",5085848,"Carson","Jones","Furman",2024,1.125,3,542,7,0.564,NA,NA,0
"1224",5085941,"Zach","Osborne","Colgate",2024,2.66,3,577,5,0.663,NA,NA,0
"1225",5086156,"Danny","Lauter","Georgetown",2024,74.327,3,428,3,0.603,NA,NA,0
"1226",5086182,"Jack","Capaldi","Fordham",2024,28.551,3,32,0,1,NA,NA,0
"1227",5086920,"Eli","Brickhandler","Houston Christian",2024,26.711,3,374,2,0.509,NA,NA,1
"1228",5086970,"Ryan","O'Connor","Delaware",2024,43.295,3,2104,19,0.559,0.237274953410211,NA,0
"1229",5087297,"Ja'Shawn","Scroggins","Howard",2024,72.014,3,24,0,0.4,NA,NA,0
"1230",5088096,"Ty","Englehart","Presbyterian",2024,9.918,3,320,4,0.64,NA,NA,0
"1231",5088166,"Ashur","Carraha","Stonehill",2024,14.316,3,1367,9,0.482,NA,NA,0
"1232",5088334,"Nick","Whitfield Jr.","St. Francis (PA)",2024,17.212,3,438,4,0.63,NA,NA,0
"1233",5088339,"Adrian","Mejia","St. Francis (PA)",2024,-16.118,3,2,1,1,NA,NA,0
"1234",5088893,"Cade","McConnell","UTEP",2024,8.818,3,1437,6,0.535,0.072107772063724,13.7,0
"1235",5088992,"Amari","Powell","St. Thomas (MN)",2024,-2.108,3,535,6,0.512,NA,NA,0
"1236",5089190,"Marshall","Howe","Yale",2024,-0.094,3,3,0,0.5,NA,NA,0
"1237",5089314,"Hank","Brown","Auburn",2024,13.388,2,132,0,0.778,0.235496342572844,27.9,0
"1238",5089335,"Rowan","Keefe","Valparaiso",2024,2.84,3,702,6,0.604,NA,NA,0
"1239",5089540,"Cole","Gonzales","Western Carolina",2024,131.938,3,2803,28,0.658,NA,NA,0
"1240",5089862,"Quaterius","Hawkins","Northwestern State",2024,8.602,3,488,1,0.566,NA,NA,0
"1241",5091890,"Kadin","Semonza","Ball State",2024,101.948,2,480,3,0.61,0.116807069781544,21.3,0
"1242",5092781,"Jack","Turner","Louisiana Tech",2024,-3.942,3,1017,5,0.571,0.020200537714157,15.9,0
"1243",5093814,"Malcolm","Mays","Hampton",2024,73.446,3,26,0,0.2,NA,NA,0
"1244",5095112,"Zach","Tanner","Robert Morris",2024,18.473,3,197,1,0.513,NA,NA,0
"1245",5095771,"Ethan","Greenwood","Long Island University",2024,85.375,3,192,1,0.556,NA,NA,0
"1246",5096813,"Channing","Dumas","Miles College",2024,0.529,3,55,0,0.4,NA,NA,1
"1247",5104738,"Ryan","Browne","Purdue",2024,12.911,2,104,0,0.75,0.0701060575103315,19.2,0
"1248",5105849,"Devon","Dampier","New Mexico",2024,174.335,2,525,6,0.625,0.303385728071695,27.6,0
"1249",5150611,"Jake","Retzlaff","BYU",2024,127.951,2,648,3,0.504,0.200748107687914,32,0
"1250",5150645,"Ui","Ale","Houston",2024,2.759,2,69,1,0.5,-0.000779703705034535,18.1,0
"1251",5151060,"Cole","Ballard","Kansas",2024,6.577,2,286,1,0.556,0.312787318434847,32.4,0
"1252",5151231,"Forrest","Brock","Temple",2024,-8.092,2,60,0,0.467,0.0169751474928029,17.3,0
"1253",5151618,"Kirk","Francis","Tulsa",2024,25.637,2,967,6,0.562,0.0910308485151769,21.2,0
"1254",5151904,"John","Busha","Air Force",2024,-4.345,2,152,0,0.474,0.130485841877628,17.8,0
"1255",5151948,"Joey","Aguilar","App State",2024,111.143,2,3754,33,0.636,0.190794519971028,27.2,0
"1256",5152839,"Jaylen","King","East Tennessee State",2024,47.106,2,1038,10,0.508,NA,NA,1
"1257",5153782,"Amari","Odom","Wofford",2024,65.748,2,92,0,0.5,NA,NA,0
"1258",5153845,"Zach","Marker","Delaware",2024,45.132,2,678,3,0.646,0.237274953410211,NA,0
"1259",5153846,"Nick","Minicucci","Delaware",2024,36.609,2,492,5,0.6,0.237274953410211,NA,0
"1260",5153849,"Daniel","Lipovski","Delaware",2024,-1.757,2,36,0,0.4,0.237274953410211,NA,0
"1261",5158343,"Braxton","Woodson","Navy",2024,7.986,2,163,1,0.425,0.260377873084944,29.5,0
