"","season","athlete_id","name","position","team","conference","avg_PPA_all","avg_PPA_pass","avg_PPA_rush","avg_PPA_first_down","avg_PPA_second_down","avg_PPA_third_down","avg_PPA_standard_downs","avg_PPA_passing_downs","total_PPA_all","total_PPA_pass","total_PPA_rush","total_PPA_first_down","total_PPA_second_down","total_PPA_third_down","total_PPA_standard_downs","total_PPA_passing_downs","countable_plays"
"6338",2022,"4687555","Isaiah Garcia-Castaneda","WR","Nebraska","B1G",0.575,2.535,-2.364,-0.303,NA,1.893,-0.402,4.486,2.877,7.605,-4.728,-0.909,0,3.786,-1.61,4.486,NA
"6339",2022,"4687556","Justice Powers","WR","New Mexico State","Ind",1.394,1.394,NA,1.564,0.874,1.699,0.76,2.31,30.664,30.664,0,10.95,6.12,13.593,9.875,20.789,NA
"6340",2022,"4687561","Cole Harrity","WR","Buffalo","MAC",0.826,0.826,NA,0.756,0.431,1.226,0.401,1.464,12.391,12.391,0,4.538,1.722,6.131,3.608,8.782,NA
"6341",2022,"4687700","Malachi Holt-Bennett","WR","Indiana","B1G",0.127,0.127,NA,0.394,-0.138,-0.14,0.394,-0.14,1.781,1.781,0,2.759,-0.277,-0.701,2.759,-0.978,NA
"6342",2022,"4688216","Chevy Brenson","WR","Tennessee State","",0.759,0.759,NA,NA,NA,1.435,0.036,2.928,3.035,3.035,0,0,0,4.305,0.107,2.928,NA
"6343",2022,"4688363","Baron Bradley","WR","Incarnate Word","",-0.03,-0.03,NA,-0.652,0.591,NA,0.129,-0.51,-0.121,-0.121,0,-1.303,1.182,0,0.388,-0.51,NA
"6344",2022,"4688364","Darion Chafin","WR","Incarnate Word","",1.147,1.148,1.066,0.639,1.109,2.132,1.037,1.36,90.616,89.55,1.066,20.448,33.264,34.118,53.907,36.709,NA
"6345",2022,"4688367","Robert Ferrel","WR","Washington State","PAC",0.7,0.725,-0.751,0.4,0.747,1.323,0.255,1.549,42.724,43.475,-0.751,11.602,12.702,15.871,10.188,32.536,NA
"6346",2022,"4688380","Cameron Ward","QB","Washington State","PAC",0.186,0.162,0.449,0.083,0.171,0.369,0.102,0.336,109.25,84.433,28.706,20.814,32.292,46.898,38.676,70.574,NA
"6347",2022,"4688387","Myles Kitt-Denton","WR","Central Arkansas","ASUN",0.903,0.903,NA,NA,0.441,2.289,0.963,0.844,3.613,3.613,0,0,1.324,2.289,1.926,1.687,NA
"6348",2022,"4688389","Trysten Smith","RB","Central Arkansas","ASUN",-0.198,-0.29,-0.192,-0.421,-0.173,1.149,-0.267,0.159,-7.311,-0.581,-6.73,-10.519,-1.387,4.595,-8.264,0.954,NA
"6349",2022,"4688405","Jared Long","WR","Central Arkansas","ASUN",0.472,0.472,NA,NA,-0.528,1.139,NA,0.472,2.361,2.361,0,0,-1.056,3.417,0,2.361,NA
"6350",2022,"4688411","Zedakiah Centers","WR","Cal Poly","",0.961,0.831,3.815,0.53,0.901,1.433,0.388,1.486,22.107,18.293,3.815,3.707,5.405,10.031,4.272,17.835,NA
"6351",2022,"4688413","Giancarlo Woods","WR","Cal Poly","",0.756,0.756,NA,-0.038,0.37,1.269,0.419,1.431,9.071,9.071,0,-0.189,0.74,3.808,3.348,5.723,NA
"6352",2022,"4688443","Kahliq Paulette","QB","Cal Poly","",0.977,0.501,1.375,1.114,0.739,NA,1.256,0.234,10.751,2.503,8.248,7.795,2.956,0,10.049,0.702,NA
"6353",2022,"4688540","Treyson Bourguet","QB","Western Michigan","MAC",0.214,0.181,0.33,-0.066,0.214,0.696,-0.099,0.613,17.51,11.573,5.937,-1.856,5.359,16.006,-4.559,22.069,NA
"6354",2022,"4688541","Kyion Grayes","WR","Ohio State","B1G",-0.472,-0.472,NA,-0.472,NA,NA,-0.472,NA,-0.472,-0.472,0,-0.472,0,0,-0.472,0,NA
"6355",2022,"4688552","Keleki Latu","TE","California","PAC",0.669,0.847,-3.077,0.03,0.547,0.66,0.65,0.681,14.709,17.786,-3.077,0.18,2.737,5.942,5.852,8.857,NA
"6356",2022,"4688595","Kevorian Barnes","RB","UTSA","CUSA",0.199,0.496,0.173,0.253,0.017,0.716,0.22,0.112,29.112,5.953,23.159,18.986,0.886,11.463,25.987,3.125,NA
"6357",2022,"4688717","Draylen Ellis","QB","Tennessee State","",0.302,0.314,0.257,-0.108,0.255,0.813,0.086,0.589,65.482,53.421,12.061,-8.757,17.088,53.657,10.713,54.769,NA
"6358",2022,"4688720","JaQuan Randolph","WR","Austin Peay","ASUN",1.52,1.52,NA,NA,1.52,NA,NA,1.52,1.52,1.52,0,0,1.52,0,0,1.52,NA
"6359",2022,"4688723","CJ Evans Jr.","RB","Austin Peay","ASUN",0.101,0.75,0.08,0.074,-0.013,0.588,0.153,-0.069,9.494,2.25,7.244,3.462,-0.466,5.288,11.007,-1.513,NA
"6360",2022,"4688757","Tyson Thompson","WR","Rice","CUSA",-0.15,-0.15,NA,NA,NA,-0.463,0.006,-0.463,-0.45,-0.45,0,0,0,-0.463,0.013,-0.463,NA
"6361",2022,"4688758","Gabe Atkin","WR","Stetson","",0.447,0.447,NA,0.521,NA,0.373,0.447,NA,0.894,0.894,0,0.521,0,0.373,0.894,0,NA
"6362",2022,"4688762","Darrion Sherfield","WR","Houston Christian","",0.234,0.234,NA,0.312,NA,-0.079,0.312,-0.079,2.336,2.336,0,2.494,0,-0.158,2.494,-0.158,NA
"6363",2022,"4688768","Desmond Young","QB","Houston Christian","",0.071,0.071,NA,0.193,-0.183,-0.162,0.246,-0.454,0.853,0.853,0,1.541,-0.365,-0.323,2.215,-1.362,NA
"6364",2022,"4688782","RJ Smith","RB","Houston Christian","",-0.13,-0.065,-0.165,-0.083,-0.174,0.475,-0.073,-0.248,-5.192,-0.906,-4.286,-1.409,-3.141,1.9,-1.964,-3.228,NA
"6365",2022,"4688813","Josh Downs","WR","North Carolina","ACC",0.697,0.672,3.512,0.603,0.75,0.988,0.531,0.901,80.795,77.283,3.512,22.32,30.754,29.633,33.968,46.826,NA
"6366",2022,"4688817","Elijah Green","RB","North Carolina","ACC",0.143,0.075,0.153,0.148,0.1,0.263,0.095,0.36,21.269,1.492,19.777,11.578,5.289,3.949,11.537,9.732,NA
"6367",2022,"4688818","D.J. Jones","RB","North Carolina","ACC",0.076,0.239,-0.021,0,-0.163,0.827,-0.157,0.51,3.056,3.584,-0.528,-0.002,-1.791,6.62,-4.091,7.147,NA
"6368",2022,"4688835","Roman Hemby","RB","Maryland","B1G",0.165,0.543,0.095,0.102,-0.025,0.717,0.172,0.137,36.883,19.004,17.879,11.934,-1.75,24.363,30.989,5.894,NA
"6369",2022,"4688839","Bryson Moss","RB","Eastern Michigan","MAC",0.265,-0.435,0.405,0.047,0.616,NA,0.405,-0.435,1.589,-0.435,2.025,0.142,0.616,0,2.025,-0.435,NA
"6370",2022,"4688904","Reece Adkins","TE","Eastern Kentucky","ASUN",0.841,0.841,NA,0.194,2.137,NA,0.194,2.137,2.524,2.524,0,0.387,2.137,0,0.387,2.137,NA
"6371",2022,"4689090","Brandon Frazier","TE","Auburn","SEC",1.187,1.187,NA,NA,0.576,1.797,1.797,0.576,2.373,2.373,0,0,0.576,1.797,1.797,0.576,NA
"6372",2022,"4689114","Jaxson Dart","QB","Ole Miss","SEC",0.301,0.339,0.179,0.292,0.247,0.536,0.268,0.351,145.385,124.588,20.797,62.457,33.325,60.605,78.33,67.055,NA
"6373",2022,"4689193","Nick Mosley","RB","Bowling Green","MAC",-0.052,0.685,-0.116,-0.018,-0.187,NA,-0.043,-0.151,-1.293,1.37,-2.664,-0.357,-0.936,0,-0.99,-0.303,NA
"6374",2022,"4689194","Jack Reynolds","WR","Charlotte","CUSA",-0.141,-0.141,NA,-0.548,0.483,-0.981,0.373,-0.655,-0.563,-0.563,0,-0.548,0.965,-0.981,0.746,-1.31,NA
"6375",2022,"4689194","Jack Reynolds","WR","Charlotte","",-0.141,-0.141,NA,-0.548,0.483,-0.981,0.373,-0.655,-0.563,-0.563,0,-0.548,0.965,-0.981,0.746,-1.31,NA
"6376",2022,"4689272","Jaren Randle","WR","UTSA","CUSA",0.74,0.74,NA,NA,NA,0.74,0.74,NA,0.74,0.74,0,0,0,0.74,0.74,0,NA
"6377",2022,"4689274","Justin Rodriguez","RB","UTSA","CUSA",-0.019,-0.02,-0.019,-0.233,0.281,0.1,0.038,-0.269,-0.307,-0.039,-0.268,-2.095,1.688,0.1,0.499,-0.807,NA
"6378",2022,"4689334","Malik Heath","WR","Ole Miss","SEC",1.151,1.151,NA,0.936,0.994,1.74,0.934,1.567,77.146,77.146,0,32.762,15.902,26.098,41.099,36.047,NA
"6379",2022,"4689336","Caleb Ducking","WR","Mississippi State","SEC",0.659,0.692,-1.165,0.54,0.516,1.09,0.708,0.516,36.227,37.393,-1.165,11.88,11.875,9.806,29.008,7.22,NA
"6380",2022,"4689338","Dillon Johnson","RB","Mississippi State","SEC",0.128,0.143,0.12,0.086,0.22,-0.004,0.169,-0.076,17.708,6.988,10.72,6.718,9.224,-0.058,19.466,-1.759,NA
"6381",2022,"4689340","J.J. Jernighan","RB","Mississippi State","SEC",0.314,0.287,0.334,0.279,-0.408,1.228,0.302,0.375,3.772,1.435,2.336,1.672,-1.634,1.228,3.022,0.75,NA
"6382",2022,"4689342","Omni Wells","RB","South Alabama","SBC",0.111,0.463,0.008,-0.19,0.088,0.497,-0.144,0.422,7.858,7.414,0.445,-4.936,2.203,9.445,-5.635,13.493,NA
"6383",2022,"4689548","Blake Bedwell","RB","Texas Tech","B12",-0.517,NA,-0.517,-0.666,-0.369,NA,-0.666,-0.369,-1.035,0,-1.035,-0.666,-0.369,0,-0.666,-0.369,NA
"6384",2022,"4689553","Carter Campbell","WR","SMU","AAC",-0.106,-0.106,NA,NA,-0.106,NA,NA,-0.106,-0.106,-0.106,0,0,-0.106,0,0,-0.106,NA
"6385",2022,"4689554","Gage Haskin","TE","SMU","AAC",1.423,1.423,NA,1.365,NA,1.462,1.365,1.462,7.115,7.115,0,2.73,0,4.386,2.73,4.386,NA
"6386",2022,"4689564","Orlando Jones","RB","The Citadel","",-0.222,NA,-0.222,-0.265,-0.302,0.633,-0.252,-0.143,-3.337,0,-3.337,-1.857,-2.113,0.633,-2.767,-0.571,NA
"6387",2022,"4689585","Trexler Ivey","QB","Charlotte","CUSA",0.263,0.169,1.866,0.078,0.039,0.172,0.16,0.392,4.737,2.871,1.866,0.471,0.193,0.687,1.597,3.14,NA
"6388",2022,"4689585","Trexler Ivey","QB","Charlotte","",0.263,0.169,1.866,0.078,0.039,0.172,0.16,0.392,4.737,2.871,1.866,0.471,0.193,0.687,1.597,3.14,NA
"6389",2022,"4689609","Jaivian Lofton","WR","Liberty","Ind",1.178,1.178,NA,0.418,1.634,2.015,0.792,1.759,11.784,11.784,0,2.091,1.634,8.06,4.749,7.035,NA
"6390",2022,"4689650","Trea Shropshire","WR","UAB","CUSA",1.098,1.098,NA,1.096,0.832,1.475,1.029,1.201,68.085,68.085,0,31.792,12.484,23.598,38.072,30.013,NA
"6391",2022,"4689721","Ty Robinson","WR","Colorado","PAC",1.171,1.171,NA,1.171,NA,NA,1.171,NA,1.171,1.171,0,1.171,0,0,1.171,0,NA
"6392",2022,"4689809","Ay'Juan Marshall","WR","Army","Ind",1.03,1.581,0.832,1.119,0.614,1.436,1.067,0.971,35.026,14.226,20.801,16.789,6.75,11.487,22.403,12.624,NA
"6393",2022,"4689825","Tyrell Robinson","RB","Army","Ind",0.636,0.966,0.549,0.564,1.213,0.464,0.68,0.563,27.355,8.695,18.66,11.285,13.339,4.174,18.355,9,NA
"6394",2022,"4689826","Riley Tyson","RB","Army","Ind",-0.096,-0.199,-0.094,-0.176,0.051,-0.088,-0.088,-0.15,-9.009,-0.397,-8.612,-7.76,1.728,-1.051,-7.203,-1.806,NA
"6395",2022,"4689828","Joshua Lingenfelter","TE","Army","Ind",2.443,2.443,NA,3.034,2.148,NA,3.034,2.148,7.33,7.33,0,3.034,4.295,0,3.034,4.295,NA
"6396",2022,"4689855","Isaiah Alston","WR","Army","Ind",1.095,1.095,NA,1.122,1.028,1.106,1.301,0.82,22.985,22.985,0,10.102,5.142,7.74,15.606,7.379,NA
"6397",2022,"4689888","Luke Soto","TE","UTEP","CUSA",3.235,3.235,NA,NA,NA,NA,3.235,NA,3.235,3.235,0,0,0,0,3.235,0,NA
"6398",2022,"4689890","Zach Fryar","TE","UTEP","CUSA",-0.136,-0.136,NA,0.332,0.089,-0.829,0.332,-0.37,-0.408,-0.408,0,0.332,0.089,-0.829,0.332,-0.74,NA
"6399",2022,"4689901","Jevin Frett","WR","UL Monroe","SBC",0.874,0.874,NA,1.024,0.396,1.221,0.827,0.928,27.978,27.978,0,14.335,3.566,9.77,14.059,13.919,NA
"6400",2022,"4689918","Zach Rasmussen","TE","UL Monroe","SBC",1.236,1.236,NA,0.941,0.627,1.727,1.545,0.839,19.776,19.776,0,5.649,3.134,5.18,13.901,5.875,NA
"6401",2022,"4689931","Tyler Huff","TE","Texas State","SBC",-0.087,-0.525,1.226,-0.555,-0.465,1.226,-0.555,0.38,-0.35,-1.575,1.226,-1.11,-0.465,1.226,-1.11,0.76,NA
"6402",2022,"4689943","Austin Groeschel","TE","Texas State","SBC",-0.437,-0.437,NA,-0.616,-0.257,NA,-0.437,NA,-0.874,-0.874,0,-0.616,-0.257,0,-0.874,0,NA
"6403",2022,"4689970","Mike Diliello","QB","Austin Peay","ASUN",0.326,0.257,0.579,0.25,0.286,0.523,0.249,0.443,110.581,68.317,42.264,30.745,31.767,49.137,50.829,59.752,NA
"6404",2022,"4689978","Jalen Montgomery","RB","Middle Tennessee","CUSA",-0.408,NA,-0.408,-0.336,-0.553,NA,-0.336,-0.553,-1.224,0,-1.224,-0.671,-0.553,0,-0.671,-0.553,NA
"6405",2022,"4689984","Antoine Robinson","WR","SE Louisiana","",0.256,0.256,NA,0.391,-0.148,NA,0.391,-0.148,1.026,1.026,0,1.174,-0.148,0,1.174,-0.148,NA
"6406",2022,"4689988","Jason Brownlee","WR","Southern Miss","SBC",0.911,0.911,NA,1.002,0.512,1.083,0.888,0.945,65.588,65.588,0,33.052,8.703,23.833,38.185,27.403,NA
"6407",2022,"4689993","Jake Lange","QB","Southern Miss","SBC",0.001,0.048,-0.518,-0.262,-0.342,0.156,0.038,-0.087,0.026,1.062,-1.036,-3.141,-1.712,0.782,0.638,-0.612,NA
"6408",2022,"4690006","Jimmy Haywood","RB","Southern Miss","SBC",-0.111,NA,-0.111,-0.377,-0.049,0.624,-0.111,NA,-0.555,0,-0.555,-1.131,-0.049,0.624,-0.555,0,NA
"6409",2022,"4690013","Rasheen Ali","RB","Marshall","SBC",0.258,0.99,0.226,0.195,0.22,0.497,0.255,0.268,12.391,1.98,10.411,5.061,2.858,4.472,9.175,3.216,NA
"6410",2022,"4690026","Shadeed Ahmed","WR","Marshall","SBC",0.507,0.507,NA,0.681,0.852,-0.232,0.692,0.166,8.612,8.612,0,6.131,3.409,-0.927,7.614,0.998,NA
"6411",2022,"4690027","Hayden Hagler","TE","Jackson State","",2.068,2.068,NA,NA,2.068,NA,2.068,NA,2.068,2.068,0,0,2.068,0,2.068,0,NA
"6412",2022,"4690070","Mitchell Tinsley","WR","Penn State","B1G",0.528,0.532,0.223,0.102,0.384,1.368,0.301,0.88,39.059,38.836,0.223,3.262,8.44,27.357,13.528,25.531,NA
"6413",2022,"4690073","Craig Burt Jr.","WR","Western Kentucky","CUSA",1.936,1.936,NA,-0.433,2.726,NA,-0.433,2.726,7.744,7.744,0,-0.433,8.177,0,-0.433,8.177,NA
"6414",2022,"4690117","Ja'Cyais Credle","WR","Georgia State","SBC",0.994,0.994,NA,0.285,0.264,2.203,0.423,1.891,35.783,35.783,0,4.275,2.11,24.232,9.314,26.469,NA
"6415",2022,"4690120","Johnny Richardson","RB","UCF","AAC",0.032,0.076,0.014,0.108,-0.144,0.225,0.052,-0.034,2.561,1.815,0.745,4.86,-3.877,1.577,3.176,-0.615,NA
"6416",2022,"4690138","Austin Evans","TE","Florida Atlantic","CUSA",1.505,1.505,NA,1.394,0.688,2.658,1.394,1.673,7.527,7.527,0,4.181,0.688,2.658,4.181,3.346,NA
"6417",2022,"4690143","LaJohntay Wester","WR","Florida Atlantic","CUSA",0.775,0.91,-0.009,0.314,0.863,1.544,0.375,1.51,52.712,52.807,-0.094,10.058,20.716,15.437,16.483,36.23,NA
"6418",2022,"4690154","Garret Reynolds","WR","South Florida","AAC",1.123,1.123,NA,NA,NA,0.081,NA,1.123,2.245,2.245,0,0,0,0.081,0,2.245,NA
"6419",2022,"4690158","Noah Kim","QB","Michigan State","B1G",0.834,0.912,0.086,0.854,1.183,0.095,1.344,0.005,17.509,17.336,0.173,5.977,8.283,0.569,17.468,0.041,NA
"6420",2022,"4690170","Damarcus Thomas","TE","South Alabama","SBC",0.46,0.49,-0.388,0.326,0.216,0.859,0.578,0.235,13.328,13.716,-0.388,3.587,2.593,4.297,10.977,2.35,NA
"6421",2022,"4690172","Zavier Miller","RB","Ole Miss","SEC",0.902,NA,0.902,NA,0.902,NA,NA,0.902,0.902,0,0.902,0,0.902,0,0,0.902,NA
"6422",2022,"4690191","Graham Murphey","TE","Georgetown","",0.194,0.194,NA,0.194,NA,NA,0.194,NA,0.387,0.387,0,0.387,0,0,0.387,0,NA
"6423",2022,"4690196","Michael Hetzel","WR","App State","SBC",0.689,0.689,NA,0.968,0.271,NA,0.968,0.271,3.444,3.444,0,2.903,0.541,0,2.903,0.541,NA
"6424",2022,"4690302","Isaiah Gash","RB","Michigan","B1G",0.507,1.569,0.34,0.137,-0.372,1.67,0.324,1.13,11.161,4.708,6.453,0.547,-3.72,11.689,5.512,5.649,NA
"6425",2022,"4690351","Kerry King","WR","East Carolina","AAC",0.496,0.496,NA,0.251,0.176,0.847,0.512,0.456,3.47,3.47,0,0.754,0.176,2.54,2.559,0.911,NA
"6426",2022,"4690811","Savion Red","RB","Texas","B12",0.029,0.029,NA,0.722,0.07,-0.4,0.078,-0.035,0.205,0.205,0,0.722,0.282,-0.8,0.311,-0.106,NA
"6427",2022,"4690923","Ben Sinnott","TE","Kansas State","B12",0.618,0.618,NA,0.372,0.417,2.121,0.388,1.285,26.557,26.557,0,7.808,5.42,12.726,12.418,14.138,NA
"6428",2022,"4690933","Rhett Guidry","TE","Louisiana","SBC",0.213,0.213,NA,0.213,NA,NA,0.213,NA,0.213,0.213,0,0.213,0,0,0.213,0,NA
"6429",2022,"4690939","Greg Garner","RB","Louisiana Tech","CUSA",0.009,0.146,-0.014,-0.079,-0.058,0.611,0.063,-0.095,0.311,0.729,-0.418,-1.262,-0.872,2.444,1.452,-1.141,NA
"6430",2022,"4690966","Isaiah Jones","WR","Syracuse","ACC",0.862,0.862,NA,-1.13,1.121,1.352,0.747,0.919,5.17,5.17,0,-1.13,2.243,4.057,1.494,3.676,NA
"6431",2022,"4690972","Ja'Quinden Jackson","RB","Utah","PAC",0.228,0.998,0.218,0.141,0.214,0.837,0.326,-0.312,17.793,0.998,16.795,5.375,5.783,10.049,21.535,-3.743,NA
"6432",2022,"4690977","Donovan Smith","QB","Texas Tech","B12",0.236,0.21,0.335,0.095,0.219,0.453,0.155,0.367,66.533,46.741,19.793,10.691,18.832,28.543,26.892,39.641,NA
"6433",2022,"4691003","Preston Fox","WR","West Virginia","B12",0.874,0.874,NA,0.396,1.884,-0.666,-0.135,1.884,3.497,3.497,0,0.396,3.767,-0.666,-0.27,3.767,NA
"6434",2022,"4691086","Moe Wedman","WR","Stephen F. Austin","WAC",0.833,0.833,NA,0.796,0.116,1.553,0.701,1.015,25.819,25.819,0,11.936,1.046,9.315,12.622,13.197,NA
"6435",2022,"4691102","Ty Love","WR","Stephen F. Austin","WAC",0.407,0.407,NA,NA,0.407,NA,NA,0.407,0.407,0.407,0,0,0.407,0,0,0.407,NA
"6436",2022,"4691110","Kade Klinkovsky","TE","Stephen F. Austin","WAC",2.425,2.425,NA,0.731,NA,4.119,0.731,4.119,4.85,4.85,0,0.731,0,4.119,0.731,4.119,NA
"6437",2022,"4691114","Robert McGrue","RB","Stephen F. Austin","WAC",2.558,NA,2.558,2.558,NA,NA,2.558,NA,2.558,0,2.558,2.558,0,0,2.558,0,NA
"6438",2022,"4691119","Blake Short","QB","Stephen F. Austin","WAC",1.544,1.544,NA,0.731,2.357,NA,1.544,NA,3.088,3.088,0,0.731,2.357,0,3.088,0,NA
"6439",2022,"4691266","Noah Caldwell","TE","Abilene Christian","WAC",1.045,1.045,NA,NA,0.013,1.818,1.098,0.974,7.314,7.314,0,0,0.04,7.273,4.391,2.923,NA
"6440",2022,"4691270","Jermiah Dobbins","RB","Abilene Christian","WAC",-0.001,0.182,-0.022,-0.069,0.12,0.158,-0.036,0.129,-0.215,2.732,-2.947,-5.787,5.767,2.838,-4.342,4.127,NA
"6441",2022,"4691272","Stone Earle","QB","North Texas","CUSA",0.254,0.412,0.183,0.104,0.186,0.938,0.153,0.676,6.593,3.294,3.298,1.144,2.234,1.876,3.212,3.38,NA
"6442",2022,"4691284","Darius Lewis","WR","SE Louisiana","",-0.16,-0.278,0.136,0.299,0.12,-0.255,-0.197,-0.068,-1.118,-1.39,0.272,0.897,0.12,-0.255,-0.983,-0.135,NA
"6443",2022,"4691315","Umari Hatcher","WR","Syracuse","ACC",0.905,0.905,NA,2.077,-0.709,1.052,2.077,0.612,4.524,4.524,0,2.077,-0.709,3.156,2.077,2.447,NA
"6444",2022,"4691547","Preston Daniel","TE","Florida State","ACC",0.571,0.571,NA,1.213,NA,-0.236,0.591,0.51,2.284,2.284,0,1.213,0,-0.472,1.774,0.51,NA
"6445",2022,"4691688","Robbie Ouzts","TE","Alabama","SEC",0.188,0.188,NA,0.188,NA,NA,0.188,NA,0.751,0.751,0,0.751,0,0,0.751,0,NA
"6446",2022,"4691745","Graeson Underwood","QB","The Citadel","",0.4,1.518,0.135,0.304,0.028,0.842,0.42,0.284,18.794,13.662,5.132,5.768,0.359,10.107,16.803,1.99,NA
"6447",2022,"4691748","Braden Walker","RB","The Citadel","",0.164,NA,0.164,-0.141,0.383,0.334,0.155,0.265,4.253,0,4.253,-1.839,2.679,1.668,3.722,0.531,NA
"6448",2022,"4691838","Lamagea McDowell","RB","Campbell","",0.523,NA,0.523,0.459,0.626,0.779,0.548,0.284,10.988,0,10.988,4.594,2.503,4.674,10.42,0.568,NA
"6449",2022,"4691842","Chris McKay Jr.","RB","Campbell","",0.548,NA,0.548,NA,0.405,0.976,0.281,0.814,2.191,0,2.191,0,1.215,0.976,0.563,1.628,NA
"6450",2022,"4691889","Gregory DeRosiers","RB","Massachusetts","Ind",-0.019,-0.136,-0.001,-0.034,-0.105,0.375,-0.035,0.053,-0.848,-0.816,-0.032,-0.874,-1.474,1.5,-1.268,0.42,NA
"6451",2022,"4691966","Maddox Kopp","QB","Colorado","PAC",0.086,0.066,0.276,0.384,-0.374,-0.313,0.135,-0.001,2.676,1.847,0.829,5.758,-2.244,-2.814,2.692,-0.016,NA
"6452",2022,"4692022","Javon Baker","WR","UCF","AAC",0.702,0.702,NA,0.516,0.735,0.824,0.54,0.904,56.836,56.836,0,12.909,20.576,21.434,24.287,32.548,NA
"6453",2022,"4692052","Carter Peevy","QB","Mercer","",0.566,0.311,1.076,0.594,-0.189,1.808,0.841,0.014,5.091,1.865,3.227,1.781,-0.758,1.808,5.049,0.042,NA
"6454",2022,"4692058","Al Wooten II","RB","Mercer","",-0.014,0.34,-0.031,-0.148,0.092,0.157,-0.073,0.226,-1.908,2.039,-3.947,-11.236,2.957,3.619,-7.786,5.878,NA
"6455",2022,"4692070","Andrew May","TE","Mercer","",0.604,0.604,NA,0.243,0.966,NA,-0.01,2.445,2.417,2.417,0,0.485,1.932,0,-0.029,2.445,NA
"6456",2022,"4692530","Chandler Morris","QB","TCU","B12",0.347,0.467,-0.191,-0.437,0.193,0.727,0.335,0.359,11.456,12.599,-1.143,-3.936,2.126,7.994,5.352,6.104,NA
"6457",2022,"4692538","Jalin Conyers","TE","Arizona State","PAC",0.89,0.89,NA,0.309,0.744,1.713,0.612,1.242,38.275,38.275,0,5.245,10.412,17.135,14.678,23.596,NA
"6458",2022,"4692540","Kibet Chepyator","TE","Missouri","SEC",0.446,0.446,NA,0.3,NA,0.739,0.446,NA,1.339,1.339,0,0.599,0,0.739,1.339,0,NA
"6459",2022,"4692541","Michael Cox","RB","Missouri","SEC",0.087,NA,0.087,-0.396,0.665,0.188,-0.281,0.945,0.867,0,0.867,-1.982,2.661,0.188,-1.97,2.836,NA
"6460",2022,"4692557","Dee Beckwith","WR","Kentucky","SEC",-0.047,NA,-0.047,-0.244,0.15,NA,-0.047,NA,-0.284,0,-0.284,-0.733,0.45,0,-0.284,0,NA
"6461",2022,"4692590","Jalin Hyatt","WR","Tennessee","SEC",0.99,1.017,-1.392,0.81,1.175,0.851,1.073,0.773,90.116,91.509,-1.392,36.441,35.249,11.914,70.789,19.328,NA
"6462",2022,"4692591","Jack Jancek","WR","Tennessee","SEC",1.45,1.45,NA,1.608,0.101,2.642,0.854,2.642,4.35,4.35,0,1.608,0.101,2.642,1.709,2.642,NA
"6463",2022,"4692640","Kevon Latulas","RB","Missouri State","",0.503,0.63,0.405,0.263,0.616,0.767,0.386,0.856,24.166,13.239,10.927,6.04,11.699,3.833,13.888,10.278,NA
"6464",2022,"4692642","Celdon Manning","RB","Missouri State","",0.681,1.174,0.286,0.228,1.442,0.743,0.382,1.278,18.379,14.089,4.29,2.731,11.532,4.461,6.877,11.503,NA
"6465",2022,"4692660","Malachi Wideman","WR","Jackson State","",-0.473,-0.473,NA,NA,-0.473,NA,-0.473,NA,-0.946,-0.946,0,0,-0.946,0,-0.946,0,NA
"6466",2022,"4692666","Earnest Crownover","RB","Texas A&M","SEC",0.144,NA,0.144,-0.584,0.507,NA,-0.497,1.424,0.431,0,0.431,-0.584,1.014,0,-0.994,1.424,NA
"6467",2022,"4692679","Deondre Jackson","RB","Oklahoma State","B12",0.001,0.167,-0.019,-0.123,0.103,0.667,-0.169,0.513,0.052,0.67,-0.618,-1.852,1.338,4.671,-4.56,4.613,NA
"6468",2022,"4692796","Nick DeGennaro","WR","Richmond","",0.503,0.518,-0.388,0.219,0.651,0.684,0.307,0.719,30.675,31.063,-0.388,4.603,12.376,13.684,9.836,20.84,NA
"6469",2022,"4692835","Jalen Brooks","WR","South Carolina","SEC",0.632,0.597,0.928,0.13,1.13,0.855,0.33,1.054,30.322,25.682,4.64,2.479,21.477,7.691,9.246,21.076,NA
"6470",2022,"4692838","Zach Middleton","RB","Oklahoma State","B12",-0.036,NA,-0.036,0.032,NA,NA,-0.036,NA,-0.218,0,-0.218,0.097,0,0,-0.218,0,NA
"6471",2022,"4692846","Cale Cabbiness","WR","Oklahoma State","B12",0.824,0.824,NA,1.553,-0.789,3.319,0.485,1.162,3.294,3.294,0,1.553,-1.579,3.319,0.97,2.324,NA
"6472",2022,"4692914","Josh Guilford","WR","William & Mary","",0.969,0.969,NA,NA,0.969,NA,NA,0.969,0.969,0.969,0,0,0.969,0,0,0.969,NA
"6473",2022,"4692940","Mikai Stanley","RB","Presbyterian","",0.178,NA,0.178,-0.154,-0.691,2.539,0.336,-0.691,2.309,0,2.309,-1.387,-1.382,5.078,3.691,-1.382,NA
"6474",2022,"4692968","Travon Jones","TE","Northwestern State","",0.685,0.685,NA,-0.108,1.101,0.834,0.287,1.283,13.699,13.699,0,-0.65,11.012,3.337,3.439,10.26,NA
"6475",2022,"4692972","Jamoi Mayes","WR","Chattanooga","",0.521,0.521,NA,0.499,0.24,1.052,0.559,0.416,29.719,29.719,0,14.963,4.329,8.414,23.477,6.242,NA
