"","season","athlete_id","name","position","team","conference","avg_PPA_all","avg_PPA_pass","avg_PPA_rush","avg_PPA_first_down","avg_PPA_second_down","avg_PPA_third_down","avg_PPA_standard_downs","avg_PPA_passing_downs","total_PPA_all","total_PPA_pass","total_PPA_rush","total_PPA_first_down","total_PPA_second_down","total_PPA_third_down","total_PPA_standard_downs","total_PPA_passing_downs","countable_plays"
"5139",2022,"4432694","JoJo Earle","WR","Alabama","SEC",0.872,1.12,-2.341,-1.185,1.385,2.006,-0.206,1.951,12.215,14.556,-2.341,-4.739,6.923,10.03,-1.441,13.656,NA
"5140",2022,"4432696","Kamarro Edmonds","RB","East Carolina","AAC",-0.665,-0.024,-0.986,-0.986,NA,-0.024,-0.986,-0.024,-1.996,-0.024,-1.972,-1.972,0,-0.024,-1.972,-0.024,NA
"5141",2022,"4432702","Thad Franklin","RB","Miami","ACC",0.203,0.21,0.202,0.08,0.249,0.218,0.187,0.285,11.341,1.263,10.078,2.001,4.971,2.178,8.778,2.563,NA
"5142",2022,"4432703","Jake Garcia","QB","Miami","ACC",0.162,0.193,-0.172,-0.075,0.473,0.245,-0.01,0.351,21.117,23.014,-1.896,-3.296,21.756,8.559,-0.647,21.764,NA
"5143",2022,"4432705","Bryson Green","WR","Oklahoma State","B12",0.612,0.633,-0.006,0.581,0.729,0.467,0.626,0.587,36.089,36.101,-0.013,16.263,13.126,5.134,23.167,12.921,NA
"5144",2022,"4432706","Antonio Harmon","WR","Mississippi State","SEC",0.591,0.591,NA,0.625,0.582,NA,0.491,0.74,2.953,2.953,0,0.625,2.328,0,1.473,1.48,NA
"5145",2022,"4432708","Marvin Harrison Jr.","WR","Ohio State","B1G",0.914,0.908,1.2,0.751,0.773,1.339,0.833,1.089,105.057,102.656,2.4,35.304,29.389,36.155,65.841,39.216,NA
"5146",2022,"4432710","TreVeyon Henderson","RB","Ohio State","B1G",0.195,0.11,0.199,0.196,0.134,0.156,0.204,0.143,21.795,0.551,21.244,11.985,5.639,1.089,19.356,2.439,NA
"5147",2022,"4432718","LJ Johnson Jr.","RB","Texas A&M","SEC",0.747,NA,0.747,0.938,1.503,0.115,0.881,-0.06,5.228,0,5.228,1.876,3.006,0.346,5.288,-0.06,NA
"5148",2022,"4432722","Athan Kaliakmanis","QB","Minnesota","B1G",0.318,0.275,0.506,0.271,0.436,0.631,0.266,0.394,44.48,31.32,13.16,15.741,18.733,20.839,22.04,22.441,NA
"5149",2022,"4432727","Solomon Lewis","WR","Louisiana Tech","CUSA",-0.04,NA,-0.04,0.152,NA,-0.423,-0.04,NA,-0.119,0,-0.119,0.304,0,-0.423,-0.119,0,NA
"5150",2022,"4432731","Moliki Matavao","TE","Oregon","PAC",1.111,1.011,2.211,0.353,1.259,3.102,0.892,1.767,13.327,11.116,2.211,1.41,8.815,3.102,8.025,5.302,NA
"5151",2022,"4432732","Walker Merrill","WR","Tennessee","SEC",1.249,1.249,NA,0.634,1.581,1.507,1.366,1.016,11.241,11.241,0,1.903,6.323,3.015,8.194,3.047,NA
"5152",2022,"4432733","Clay Millen","QB","Colorado State","MWC",0.194,0.152,0.474,0.035,0.261,0.4,0.102,0.282,55.805,38.262,17.543,3.228,25.285,33.624,14.354,41.45,NA
"5153",2022,"4432734","Jalen Milroe","QB","Alabama","SEC",0.275,0.103,0.646,0.108,-0.08,0.786,0.085,0.475,22.567,5.774,16.793,2.796,-2.244,22.015,3.579,18.987,NA
"5154",2022,"4432759","Sawyer Robertson","QB","Mississippi State","SEC",-0.395,-0.575,1.584,-0.645,-0.692,0.138,-0.684,0.183,-4.744,-6.329,1.584,-3.223,-2.075,0.554,-5.476,0.731,NA
"5155",2022,"4432762","Shedeur Sanders","QB","Jackson State","",0.443,0.439,0.473,0.242,0.351,1.005,0.312,0.669,143.526,124.609,18.916,32.389,36.831,78.393,63.944,79.582,NA
"5156",2022,"4432767","Preston Stone","QB","SMU","AAC",0.433,0.328,0.823,0.31,0.484,0.492,0.288,0.628,26.422,15.724,10.698,8.368,6.769,7.873,10.096,16.326,NA
"5157",2022,"4432771","Preston Terrell","WR","Purdue","B1G",0.324,0.324,NA,0.324,NA,NA,0.324,NA,0.649,0.649,0,0.649,0,0,0.649,0,NA
"5158",2022,"4432772","Jermaine Terry II","TE","California","PAC",-0.087,-0.087,NA,-0.017,NA,-0.438,-0.017,-0.438,-0.521,-0.521,0,-0.083,0,-0.438,-0.083,-0.438,NA
"5159",2022,"4432773","Brian Thomas Jr.","WR","LSU","SEC",0.727,0.727,NA,0.457,0.937,1.111,0.607,1.009,29.09,29.09,0,9.136,12.18,7.774,16.986,12.104,NA
"5160",2022,"4432774","Ty Thompson","TE","Oregon","PAC",-0.256,-0.149,-0.793,-0.287,-0.146,-0.299,-0.232,-0.297,-6.156,-2.985,-3.171,-2.587,-0.876,-2.692,-3.481,-2.675,NA
"5161",2022,"4432775","Dont'E Thornton","WR","Oregon","PAC",1.025,1.05,0.773,0.99,1.105,0.956,0.787,1.536,22.555,21.01,1.546,9.895,8.838,3.822,11.801,10.755,NA
"5162",2022,"4432780","Austin Tutas","QB","Yale","",1.379,1.683,1.075,NA,2.132,1.603,0.978,1.58,16.55,10.097,6.453,0,6.395,11.221,3.914,12.636,NA
"5163",2022,"4432782","Brock Vandagriff","QB","Georgia","SEC",-0.099,-0.231,0.166,NA,-0.386,0.045,NA,-0.099,-0.296,-0.462,0.166,0,-0.386,0.091,0,-0.296,NA
"5164",2022,"4432785","Camar Wheaton","RB","SMU","AAC",0.114,0.183,0.105,0.314,-0.146,0.473,0.146,-0.037,7.881,1.462,6.419,9.727,-4.683,2.837,8.319,-0.438,NA
"5165",2022,"4432803","Kaidon Salter","QB","Liberty","Ind",0.253,0.249,0.266,0.185,0.097,0.407,0.213,0.326,55.737,40.577,15.161,17.199,6.477,21.16,29.963,25.775,NA
"5166",2022,"4433825","Levi Gazarek","TE","Bowling Green","MAC",-0.099,-0.058,-0.222,NA,0.103,-0.139,0.103,-0.167,-0.397,-0.175,-0.222,0,0.103,-0.278,0.103,-0.5,NA
"5167",2022,"4433827","Rocko Griffin","RB","Vanderbilt","SEC",0.731,NA,0.731,0.98,-0.265,NA,0.98,-0.265,3.654,0,3.654,3.919,-0.265,0,3.919,-0.265,NA
"5168",2022,"4433828","Khalan Griffin","RB","Lamar","",0.131,-0.335,0.17,-0.004,0.114,0.971,0.175,0.024,13.468,-2.679,16.147,-0.223,4.783,5.826,12.749,0.719,NA
"5169",2022,"4433829","Mitch Griffis","QB","Wake Forest","ACC",0.298,0.369,0.006,0.426,0.098,0.43,0.555,-0.131,16.668,16.597,0.07,9.361,1.466,7.303,19.426,-2.758,NA
"5170",2022,"4433830","Luke Grimm","WR","Kansas","B12",0.797,0.797,NA,0.822,0.656,0.917,0.695,0.963,52.579,52.579,0,21.384,13.774,17.422,28.496,24.083,NA
"5171",2022,"4433841","Ryan Lezon","TE","Ball State","MAC",0.483,0.583,-0.112,-0.008,0.934,-0.339,-0.113,1.279,3.383,3.495,-0.112,-0.015,3.737,-0.339,-0.454,3.837,NA
"5172",2022,"4433844","Alex Lines","TE","Arizona","PAC",1.005,1.005,NA,1.005,NA,NA,1.005,NA,1.005,1.005,0,1.005,0,0,1.005,0,NA
"5173",2022,"4433847","Griffin Little","TE","Bowling Green","MAC",0.972,0.972,NA,NA,1.995,-0.051,NA,0.972,1.944,1.944,0,0,1.995,-0.051,0,1.944,NA
"5174",2022,"4433859","Jalynnee McGee","RB","Portland State","",0.204,1.098,0.105,0.056,-0.126,0.732,0.21,0.188,12.23,6.585,5.645,1.633,-2.395,7.32,9.225,3.005,NA
"5175",2022,"4433875","Taye Mcwilliams","RB","Baylor","B12",0.013,-0.358,0.116,-0.256,0,0.713,-0.009,0.159,0.295,-1.789,2.085,-3.073,0.002,3.565,-0.181,0.476,NA
"5176",2022,"4433880","Jontavis Robertson","WR","Duke","ACC",1.157,1.157,NA,0.665,0.67,2.479,1.106,1.249,16.201,16.201,0,3.987,2.678,4.958,9.954,6.247,NA
"5177",2022,"4433886","Tate Rodemaker","QB","Florida State","ACC",0.176,0.048,1.129,-0.097,0.593,0.085,0.427,-0.074,7.412,1.766,5.646,-1.067,5.933,1.441,8.964,-1.551,NA
"5178",2022,"4433901","Corey Rucker","WR","South Carolina","SEC",6.034,6.034,NA,NA,NA,6.034,NA,6.034,6.034,6.034,0,0,0,6.034,0,6.034,NA
"5179",2022,"4433909","Matt Sykes","WR","UCLA","PAC",0.979,1.268,-0.76,0.392,1.31,1.526,0.392,1.418,6.85,7.61,-0.76,1.177,2.62,3.053,1.177,5.673,NA
"5180",2022,"4433917","Wilile Taggart Jr.","WR","Florida Atlantic","CUSA",0.165,0.571,-0.01,0.088,-0.129,0.813,0.315,-0.062,1.646,1.714,-0.069,0.175,-0.258,3.251,1.893,-0.247,NA
"5181",2022,"4433921","Kole Taylor","TE","LSU","SEC",0.937,0.937,NA,NA,0.506,1.044,NA,0.937,4.684,4.684,0,0,0.506,4.178,0,4.684,NA
"5182",2022,"4433932","Mike Wright","QB","Vanderbilt","SEC",0.397,0.384,0.425,0.24,0.41,0.611,0.291,0.559,69.154,44.932,24.222,16.778,21.341,28.127,30.559,38.595,NA
"5183",2022,"4433935","Ethan Wright","RB","Cincinnati","AAC",0.398,NA,0.398,-0.783,1.413,NA,-0.21,1.413,3.188,0,3.188,-3.132,4.24,0,-1.052,4.24,NA
"5184",2022,"4433940","Abdur-Rahmaan Yaseen","WR","Purdue","B1G",1.283,1.283,NA,1.038,0.664,3.387,1.038,1.344,6.415,6.415,0,1.038,1.991,3.387,1.038,5.378,NA
"5185",2022,"4433945","Elijah Young","RB","Missouri","SEC",0.126,0.03,0.177,0.259,0.139,-1.795,0.024,0.271,3.653,0.296,3.357,3.368,2.08,-1.795,0.406,3.247,NA
"5186",2022,"4433951","Jaquez Yant","RB","Nebraska","B1G",0.172,NA,0.172,-0.039,0.542,-0.253,0.259,-0.089,3.441,0,3.441,-0.388,4.337,-0.507,3.887,-0.446,NA
"5187",2022,"4433953","Ja'Bray Young","RB","Stephen F. Austin","WAC",0.548,NA,0.548,0.548,NA,NA,0.548,NA,1.097,0,1.097,1.097,0,0,1.097,0,NA
"5188",2022,"4433959","Ben Yurosek","TE","Stanford","PAC",0.565,0.615,-0.283,0.24,0.694,1.14,0.41,0.851,30.525,31.372,-0.848,5.769,17.344,4.56,14.348,16.177,NA
"5189",2022,"4433965","Brandon Campbell","RB","Houston","AAC",0.055,0.33,0.007,-0.023,0.039,0.841,0.004,0.215,5.917,5.284,0.633,-1.206,1.279,15.147,0.315,5.602,NA
"5190",2022,"4433968","Byron Cardwell","RB","Oregon","PAC",0.745,0.615,0.788,0.947,0.323,1.118,0.694,1.099,11.92,2.458,9.462,6.626,1.939,3.355,9.722,2.198,NA
"5191",2022,"4433970","J.J. McCarthy","QB","Michigan","B1G",0.42,0.422,0.408,0.376,0.256,0.624,0.401,0.454,163.374,138.105,25.269,61.303,31.508,60.499,100.668,62.706,NA
"5192",2022,"4433971","Kyle McCord","QB","Ohio State","B1G",0.505,0.633,-0.351,0.098,0.815,0.5,0.423,0.58,11.609,12.664,-1.054,0.588,6.518,4.503,4.652,6.957,NA
"5193",2022,"4433973","Seven Mcgee","WR","Oregon","PAC",0.073,0.213,-0.485,-0.318,0.235,0.717,0.092,0.036,1.101,2.554,-1.454,-2.226,1.175,2.152,0.921,0.18,NA
"5194",2022,"4461822","Tyler Cherry","WR","The Citadel","",1.195,1.195,NA,1.377,1.075,0.703,1.334,1.075,15.532,15.532,0,5.507,7.525,0.703,8.007,7.525,NA
"5195",2022,"4463590","Caleb Anderson","WR","Akron","MAC",0.62,0.62,NA,0.106,2.093,0.176,0.106,1.135,2.481,2.481,0,0.211,2.093,0.176,0.211,2.269,NA
"5196",2022,"4476461","Stephen Martin","WR","UCF","AAC",1.772,1.772,NA,1.117,NA,2.427,1.623,2.219,7.088,7.088,0,2.233,0,4.855,4.868,2.219,NA
"5197",2022,"4511722","Hunter Wood","WR","Missouri State","",1.162,1.162,NA,0.598,NA,1.847,0.602,2.281,6.972,6.972,0,1.794,0,3.694,2.409,4.562,NA
"5198",2022,"4547072","Davion Johnson","WR","Abilene Christian","WAC",0.389,0.429,-0.29,0.698,-0.153,0.261,0.417,0.316,7.001,7.291,-0.29,6.984,-0.765,0.783,5.424,1.578,NA
"5199",2022,"4565172","Courtney Jackson","WR","Syracuse","ACC",0.467,0.634,-0.646,0.583,0.43,0.308,0.477,0.451,10.74,12.677,-1.937,4.661,5.156,0.923,6.681,4.059,NA
"5200",2022,"4565181","Bralon Brown","WR","Ole Miss","SEC",1.046,1.046,NA,1.046,NA,NA,1.046,NA,1.046,1.046,0,1.046,0,0,1.046,0,NA
"5201",2022,"4565183","Will Swanson","TE","Kansas State","B12",0.77,0.77,NA,0.77,NA,NA,0.77,NA,1.54,1.54,0,1.54,0,0,1.54,0,NA
"5202",2022,"4565184","Jerand Bradley","WR","Texas Tech","B12",0.953,0.953,NA,0.765,1.208,0.949,0.718,1.54,53.374,53.374,0,24.47,14.493,10.444,28.736,24.638,NA
"5203",2022,"4565185","Tai Felton","WR","Maryland","B1G",1.013,1.013,NA,0.395,1.27,1.054,0.594,1.528,29.376,29.376,0,3.558,20.32,3.161,9.511,19.865,NA
"5204",2022,"4565187","Jalen Kitna","QB","Florida","SEC",0.366,0.377,0.211,-0.059,0.776,0.197,0.421,0.146,5.493,5.282,0.211,-0.177,6.988,0.394,5.054,0.438,NA
"5205",2022,"4565189","Cam Ransom","QB","McNeese","",-0.035,0.21,-0.225,-0.295,0.314,0.137,-0.367,0.519,-0.555,1.47,-2.026,-2.356,1.255,0.546,-3.67,3.115,NA
"5206",2022,"4565193","Aidan Bitter","WR","Iowa State","B12",0.516,0.516,NA,-0.257,0.073,2.505,-0.257,1.289,2.063,2.063,0,-0.515,0.073,2.505,-0.515,2.578,NA
"5207",2022,"4565211","Dan Dishman","TE","UTSA","CUSA",0.816,0.816,NA,0.917,0.416,1.056,1.592,0.331,10.609,10.609,0,3.666,1.665,5.278,7.958,2.651,NA
"5208",2022,"4565296","Cole Finney","TE","Duke","ACC",0.524,0.524,NA,0.197,1.835,NA,0.197,1.835,2.621,2.621,0,0.786,1.835,0,0.786,1.835,NA
"5209",2022,"4565297","Dontae Fleming","WR","Louisiana","SBC",0.44,0.321,3.054,0.333,1.236,-0.633,0.589,-0.554,10.111,7.058,3.054,3.991,8.654,-2.534,11.774,-1.663,NA
"5210",2022,"4565301","Marcayll Jones","WR","Memphis","AAC",0.208,0.208,NA,-0.205,0.622,NA,0.208,NA,0.417,0.417,0,-0.205,0.622,0,0.417,0,NA
"5211",2022,"4565303","Katravis Marsh","QB","South Florida","AAC",0.182,0.169,0.274,0.015,0.347,0.562,0.117,0.273,23.859,19.483,4.376,0.751,13.198,19.124,8.871,14.988,NA
"5212",2022,"4565315","Blake Shapen","QB","Baylor","B12",0.258,0.28,0.105,0.033,0.268,0.56,0.135,0.453,106.48,101.137,5.342,5.603,33.74,51.514,34.027,72.453,NA
"5213",2022,"4565355","Dexter Williams II","QB","Indiana","B1G",-0.001,-0.34,0.476,-0.062,0.075,0.315,-0.132,0.229,-0.086,-15.312,15.227,-1.919,1.58,7.253,-6.491,6.406,NA
"5214",2022,"4565358","Hunter Dekkers","QB","Iowa State","B12",0.244,0.28,-0.042,-0.032,0.142,0.589,0.11,0.424,123.357,125.734,-2.377,-5.707,24.111,81.883,31.795,91.562,NA
"5215",2022,"4565361","Anthony Sambucci","WR","Western Michigan","MAC",0.552,0.552,NA,0.436,0.346,0.813,0.142,1.044,18.217,18.217,0,5.234,3.805,6.508,2.563,15.654,NA
"5216",2022,"4565491","Jere Getzinger Jr.","TE","Eastern Michigan","MAC",1.286,1.209,1.516,1.294,NA,NA,1.286,NA,5.144,3.628,1.516,3.883,0,0,5.144,0,NA
"5217",2022,"4565532","Jordan Brunson","RB","Miami (OH)","MAC",-0.064,NA,-0.064,NA,-0.254,0.126,0.402,-0.219,-0.255,0,-0.255,0,-0.508,0.252,0.402,-0.657,NA
"5218",2022,"4565533","Samuel Kenerson","WR","Georgia Southern","SBC",1.53,1.53,NA,0.555,2.003,2.283,0.555,2.115,12.238,12.238,0,1.664,6.009,4.565,1.664,10.574,NA
"5219",2022,"4565552","Deacon Hill","QB","Wisconsin","B1G",-0.11,-0.11,NA,NA,NA,-0.11,NA,-0.11,-0.11,-0.11,0,0,0,-0.11,0,-0.11,NA
"5220",2022,"4565555","Kaleo Ballungay","TE","UNLV","MWC",2.296,2.296,NA,NA,NA,2.296,NA,2.296,2.296,2.296,0,0,0,2.296,0,2.296,NA
"5221",2022,"4565652","Errol Rogers Jr.","WR","Louisiana","SBC",0.581,0.589,0.418,0.318,0.535,1.129,0.262,0.901,12.789,12.37,0.418,2.864,4.279,5.646,2.878,9.91,NA
"5222",2022,"4565761","Emani Bailey","RB","TCU","B12",0.199,0.403,0.145,0.247,0.568,0.115,0.086,0.564,7.572,3.224,4.347,4.686,6.246,0.805,2.494,5.078,NA
"5223",2022,"4565770","Damien Moore","RB","California","PAC",0.185,0.381,0.14,-0.12,0.16,1.376,0.068,0.594,4.989,1.903,3.086,-1.795,1.279,5.505,1.427,3.562,NA
"5224",2022,"4565859","Joe Royer","TE","Ohio State","B1G",-0.041,-0.041,NA,1.277,-0.421,-0.977,0.428,-0.977,-0.122,-0.122,0,1.277,-0.421,-0.977,0.855,-0.977,NA
"5225",2022,"4565878","James Bomba","TE","Indiana","B1G",-0.105,-0.105,NA,-0.142,-0.03,NA,-0.135,0.047,-0.629,-0.629,0,-0.568,-0.06,0,-0.676,0.047,NA
"5226",2022,"4565879","Diante Vines","WR","Iowa","B1G",0.54,0.622,-0.44,0.442,1.157,-0.707,0.442,0.624,7.022,7.462,-0.44,2.651,5.785,-1.414,2.651,4.371,NA
"5227",2022,"4565889","Omarion Dollison","WR","South Florida","AAC",0.814,0.935,-1.131,0.631,0.121,1.598,0.663,1.303,13.833,14.964,-1.131,5.052,0.607,4.795,8.622,5.211,NA
"5228",2022,"4565892","Navy Shuler","QB","Tennessee","SEC",-3.137,NA,-3.137,NA,NA,-3.137,-3.137,NA,-3.137,0,-3.137,0,0,-3.137,-3.137,0,NA
"5229",2022,"4565908","Tyler Scott","WR","Cincinnati","AAC",0.98,0.98,NA,1.053,0.821,0.847,0.91,1.093,69.562,69.562,0,33.7,18.872,11.861,40.054,29.508,NA
"5230",2022,"4566157","Luke Floriea","WR","Kent State","MAC",-0.144,-0.091,-0.621,-0.823,1.971,-0.522,-0.125,-0.219,-1.437,-0.816,-0.621,-3.292,3.941,-2.086,-1,-0.437,NA
"5231",2022,"4566195","Marshall Lang","TE","Northwestern","B1G",0.997,0.997,NA,0.632,2.096,0.478,0.607,1.533,18.938,18.938,0,5.058,10.482,1.435,6.675,12.262,NA
"5232",2022,"4566198","Lake McRee","TE","USC","PAC",0.754,0.754,NA,0.572,0.692,1.241,0.703,1.034,9.803,9.803,0,4.006,2.075,3.722,7.736,2.067,NA
"5233",2022,"4566700","Brandon Niemenski","TE","UConn","Ind",0.815,0.815,NA,0.485,-0.954,2.914,-0.234,2.914,2.445,2.445,0,0.485,-0.954,2.914,-0.469,2.914,NA
"5234",2022,"4566912","Jay Rudolph","TE","San Diego State","MWC",0.084,0.084,NA,-0.435,0.343,NA,-0.379,1.009,0.252,0.252,0,-0.435,0.686,0,-0.758,1.009,NA
"5235",2022,"4567031","Michael Kern","QB","Wake Forest","ACC",0.008,0.008,NA,0.337,-1.665,0.68,-0.664,0.68,0.032,0.032,0,0.337,-1.665,1.359,-1.328,1.359,NA
"5236",2022,"4567032","Nolan Groulx","WR","Charlotte","CUSA",0.335,0.658,-2.252,0.4,0.045,1.519,0.089,1.194,3.013,5.265,-2.252,1.2,0.135,3.037,0.626,2.387,NA
"5237",2022,"4567032","Nolan Groulx","WR","Charlotte","",0.335,0.658,-2.252,0.4,0.045,1.519,0.089,1.194,3.013,5.265,-2.252,1.2,0.135,3.037,0.626,2.387,NA
"5238",2022,"4567033","Donavon Greene","WR","Wake Forest","ACC",0.887,0.887,NA,0.505,1.337,0.902,0.75,1.071,49.687,49.687,0,9.603,24.064,14.438,23.984,25.702,NA
"5239",2022,"4567037","Kendrell Flowers","RB","South Carolina State","",-0.031,0.241,-0.049,0.073,-0.337,0.208,-0.084,0.352,-1.57,0.723,-2.292,2.032,-5.06,1.458,-3.683,2.113,NA
"5240",2022,"4567040","Cameron Hite","TE","Wake Forest","ACC",1.334,1.334,NA,NA,1.334,NA,NA,1.334,2.669,2.669,0,0,2.669,0,0,2.669,NA
"5241",2022,"4567044","Taylor Morin","WR","Wake Forest","ACC",0.888,0.888,NA,0.177,0.878,1.454,0.661,1.182,55.057,55.057,0,3.899,13.163,33.447,23.139,31.919,NA
"5242",2022,"4567095","Keilan Robinson","RB","Texas","B12",0.245,0.779,-0.247,0.11,0.297,0.635,0.183,0.453,11.752,17.924,-6.172,2.854,4.45,4.448,6.768,4.984,NA
"5243",2022,"4567097","Taulia Tagovailoa","QB","Maryland","B1G",0.316,0.336,0.252,0.221,0.145,0.563,0.29,0.354,149.113,138.509,14.896,41.467,21.444,68.721,81.767,67.347,NA
"5244",2022,"4567105","Jahleel Billingsley","TE","Texas","B12",0.143,0.143,NA,0.143,NA,NA,0.143,NA,0.855,0.855,0,0.855,0,0,0.855,0,NA
"5245",2022,"4567106","Stone Hollenbach","QB","Western Michigan","MAC",-0.372,-0.372,NA,-0.059,0.814,-1.122,0.378,-1.122,-1.488,-1.488,0,-0.059,0.814,-2.244,0.756,-2.244,NA
"5246",2022,"4567114","A.J. Gates","RB","UAB","CUSA",-0.217,NA,-0.217,-0.322,-0.045,-0.021,-0.267,-0.084,-2.383,0,-2.383,-2.251,-0.091,-0.042,-2.133,-0.251,NA
"5247",2022,"4567149","KJ Jefferson","QB","Arkansas","SEC",0.44,0.486,0.334,0.155,0.382,0.832,0.325,0.636,196.23,150.765,45.465,28.263,47.404,106.555,91.259,104.971,NA
"5248",2022,"4567151","Trey Knox","TE","Arkansas","SEC",0.878,0.974,-0.516,0.634,0.311,1.526,0.596,1.39,27.206,28.237,-1.031,8.244,2.177,16.785,11.919,15.287,NA
"5249",2022,"4567185","Hudson Henry","TE","Arkansas","SEC",0.191,0.191,NA,0.175,0.069,0.345,0.175,0.207,0.764,0.764,0,0.349,0.069,0.345,0.349,0.414,NA
"5250",2022,"4567187","John David White","WR","Central Arkansas","ASUN",0.256,0.256,NA,0.548,0.014,-0.052,0.548,-0.035,2.05,2.05,0,2.192,0.014,-0.156,2.192,-0.141,NA
"5251",2022,"4567216","D.J. Williams","RB","Arizona","PAC",0.201,0.48,0.168,0.185,0.131,0.211,0.269,-0.292,13.248,3.363,9.885,6.273,2.887,1.898,15.582,-2.334,NA
"5252",2022,"4567217","Ja'Varrius Johnson","WR","Auburn","SEC",1.257,1.356,0.46,0.58,1.098,2.158,0.934,1.66,45.235,43.396,1.839,5.798,14.272,23.738,18.674,26.562,NA
"5253",2022,"4567223","Mark-Antony Richards","RB","UCF","AAC",-0.703,NA,-0.703,-0.703,NA,NA,-0.703,NA,-0.703,0,-0.703,-0.703,0,0,-0.703,0,NA
"5254",2022,"4567234","Tyler Fromm","TE","Auburn","SEC",1.536,1.536,NA,NA,0.074,2.023,0.621,4.281,6.143,6.143,0,0,0.074,6.069,1.862,4.281,NA
"5255",2022,"4567235","Luke Deal","TE","Auburn","SEC",0.918,0.918,NA,-0.322,-0.669,3.744,-0.495,3.744,2.753,2.753,0,-0.322,-0.669,3.744,-0.991,3.744,NA
"5256",2022,"4567241","Kinkead Dent","QB","Ole Miss","SEC",-0.156,-0.156,NA,-0.284,0.072,-0.142,-0.284,-0.07,-0.779,-0.779,0,-0.568,0.072,-0.283,-0.568,-0.211,NA
"5257",2022,"4567244","Jadon Jackson","WR","Kansas State","B12",0.149,0.149,NA,NA,0.035,0.263,NA,0.149,0.298,0.298,0,0,0.035,0.263,0,0.298,NA
"5258",2022,"4567253","Darion Williamson","WR","Florida State","ACC",0.827,1.372,-1.35,-0.01,1.664,NA,-0.316,2.542,8.273,10.974,-2.701,-0.048,8.321,0,-1.895,10.169,NA
"5259",2022,"4567400","Nay'Quan Wright","RB","Florida","SEC",-0.023,0.658,-0.053,0,-0.249,0.723,-0.044,0.056,-1.1,1.316,-2.416,0.001,-3.992,2.891,-1.656,0.556,NA
"5260",2022,"4567402","Keon Zipperer","TE","Florida","SEC",0.76,0.76,NA,0.417,0.953,1.05,0.706,0.867,11.399,11.399,0,2.5,5.72,2.101,7.063,4.336,NA
"5261",2022,"4567415","Trent Whittemore","WR","Florida","SEC",1.15,1.15,NA,-0.041,2.865,0.626,-0.041,1.746,6.901,6.901,0,-0.083,5.731,1.253,-0.083,6.983,NA
"5262",2022,"4567458","C.J. Johnson","WR","East Carolina","AAC",1.074,1.074,NA,0.619,0.962,2.046,0.794,1.556,84.83,84.83,0,22.277,18.271,40.923,39.696,45.134,NA
"5263",2022,"4567470","Jsi Hatfield","WR","East Carolina","AAC",0.843,1.013,-1.201,0.17,1.32,2.246,0.245,2.188,10.959,12.16,-1.201,1.187,5.28,4.491,2.208,8.751,NA
"5264",2022,"4567501","Sheldon Layman","QB","Austin Peay","ASUN",-0.083,0.229,-1.123,-0.085,-0.156,-0.026,-0.306,0.273,-1.083,2.287,-3.37,-0.51,-0.468,-0.105,-2.447,1.364,NA
"5265",2022,"4567505","Gabriel Rogers","WR","Memphis","AAC",0.63,0.649,0.525,0.232,0.607,1.34,0.259,1.212,37.189,32.467,4.723,6.031,12.756,14.742,9.309,27.881,NA
"5266",2022,"4567506","Tahj Washington","WR","USC","PAC",1.044,1.044,NA,0.689,1.487,1.319,0.921,1.379,58.455,58.455,0,19.986,25.277,13.193,37.769,20.686,NA
"5267",2022,"4567525","Javon Ivory","WR","Memphis","AAC",0.82,0.82,NA,0.261,0.537,1.701,0.436,1.387,46.717,46.717,0,6.518,6.982,30.618,14.821,31.896,NA
"5268",2022,"4567532","Devin Boddie Jr.","WR","Vanderbilt","SEC",1.591,1.591,NA,0.619,NA,2.563,0.619,2.563,3.182,3.182,0,0.619,0,2.563,0.619,2.563,NA
"5269",2022,"4567543","Justin Ball","TE","Vanderbilt","SEC",0.312,0.312,NA,0.371,0.074,NA,0.312,NA,1.559,1.559,0,1.485,0.074,0,1.559,0,NA
"5270",2022,"4567545","Jayden Harrison","WR","Marshall","SBC",0.014,0.196,-1.988,-0.952,-0.37,1.507,-0.452,0.48,0.166,2.154,-1.988,-2.856,-1.849,4.522,-2.714,2.881,NA
"5271",2022,"4567596","Christan Horn","WR","App State","SBC",1.204,1.204,NA,1.225,0.641,0.755,1.174,1.332,44.555,44.555,0,22.055,4.489,6.794,35.232,9.324,NA
"5272",2022,"4567707","Grayson James","QB","Florida International","CUSA",0.24,0.229,0.307,-0.032,0.475,0.43,0.129,0.396,78.87,63.836,15.034,-4.224,48.46,33.944,24.616,54.254,NA
"5273",2022,"4567736","Taji Hudson","WR","East Carolina","AAC",1.631,1.631,NA,1.631,NA,NA,1.631,NA,1.631,1.631,0,1.631,0,0,1.631,0,NA
"5274",2022,"4567747","Garrett Nussmeier","QB","LSU","SEC",0.456,0.456,NA,0.388,0.33,0.607,0.428,0.504,39.181,39.181,0,14.744,8.914,11.525,23.566,15.615,NA
"5275",2022,"4567748","Sam Huard","QB","Washington","PAC",-0.351,-0.351,NA,-1.38,NA,NA,-0.351,NA,-1.052,-1.052,0,-2.76,0,0,-1.052,0,NA
"5276",2022,"4567750","Emeka Egbuka","WR","Ohio State","B1G",0.829,0.839,0.741,0.554,0.674,1.378,0.84,0.811,93.683,85.535,8.148,25.473,22.93,44.11,59.626,34.057,NA
